spec_fp2000_id,processor_id,hw_avail,test_sponsor,hw_model,bus,sw_auto_parallel,basemean,peakmean,168_wupwise,171_swim,172_mgrid,173_applu,177_mesa,178_galgel,179_art,183_equake,187_facerec,188_ammp,189_lucas,191_fma3d,200_sixtrack,301_apsi,link
397,605,2006-06-01,Hewlett-Packard Company,ProLiant DL380 G5,1333,false,2811.0,3056.0,4184.0,2842.0,1965.0,2180.0,3103.0,7112.0,11855.0,2341.0,3103.0,2179.0,2137.0,2178.0,1147.0,1710.0,http://www.spec.org/cpu2000/results/res2006q3/cpu2000-20060626-06334.html
398,605,2006-06-01,Hewlett-Packard Company,ProLiant DL380 G5,1333,false,2723.0,2739.0,3800.0,2776.0,1797.0,2093.0,2844.0,7180.0,10538.0,3204.0,2710.0,2031.0,2040.0,2069.0,1200.0,1613.0,http://www.spec.org/cpu2000/results/res2006q2/cpu2000-20060515-06001.html
399,599,2006-06-01,Hewlett-Packard Company,ProLiant DL380 G5,1066,false,2063.0,2150.0,3676.0,2713.0,1841.0,1881.0,1907.0,3640.0,6214.0,2158.0,1763.0,1413.0,1777.0,1768.0,733.0,1372.0,http://www.spec.org/cpu2000/results/res2006q3/cpu2000-20060626-06368.html
400,599,2006-06-01,Hewlett-Packard Company,ProLiant DL380 G5,1066,false,1959.0,1966.0,3606.0,2646.0,1599.0,1801.0,1613.0,3787.0,4608.0,2933.0,1666.0,1183.0,1760.0,1615.0,737.0,1307.0,http://www.spec.org/cpu2000/results/res2006q3/cpu2000-20060626-06369.html
401,79,2005-02-01,Hewlett-Packard Company,ProLiant DL385  TM  252,0,false,1808.0,1951.0,1920.0,2486.0,1710.0,1728.0,1999.0,2989.0,2346.0,1617.0,2143.0,1511.0,2004.0,1558.0,737.0,1669.0,http://www.spec.org/cpu2000/results/res2005q1/cpu2000-20050124-03750.html
402,80,2005-09-01,Hewlett-Packard Company,ProLiant DL385  TM  254,0,false,2051.0,2267.0,2828.0,2647.0,1878.0,2194.0,2178.0,3396.0,2692.0,1730.0,2677.0,1594.0,2166.0,1661.0,811.0,1766.0,http://www.spec.org/cpu2000/results/res2005q3/cpu2000-20050902-04610.html
403,80,2005-09-01,Hewlett-Packard Company,ProLiant DL385  TM  254,0,false,1805.0,1983.0,2811.0,2250.0,1686.0,1491.0,1090.0,3012.0,4430.0,1674.0,2009.0,1243.0,1834.0,1625.0,849.0,1591.0,http://www.spec.org/cpu2000/results/res2005q3/cpu2000-20050902-04616.html
404,83,2005-07-01,Hewlett-Packard Company,ProLiant DL385  TM  275,0,false,1719.0,1878.0,2341.0,2350.0,1564.0,1829.0,1741.0,2832.0,2302.0,1502.0,2256.0,1292.0,1926.0,1417.0,640.0,1439.0,http://www.spec.org/cpu2000/results/res2005q3/cpu2000-20050711-04369.html
405,83,2005-07-01,Hewlett-Packard Company,ProLiant DL385  TM  275,0,false,1486.0,1542.0,2278.0,2008.0,1383.0,1291.0,1611.0,2495.0,1612.0,1439.0,1658.0,1101.0,1590.0,1337.0,669.0,1292.0,http://www.spec.org/cpu2000/results/res2005q3/cpu2000-20050725-04427.html
406,84,2005-09-01,Hewlett-Packard Company,ProLiant DL385  TM  280,0,false,1862.0,2060.0,2527.0,2555.0,1698.0,1985.0,1883.0,3082.0,2530.0,1626.0,2438.0,1402.0,2080.0,1493.0,697.0,1565.0,http://www.spec.org/cpu2000/results/res2005q3/cpu2000-20050902-04594.html
407,84,2005-09-01,Hewlett-Packard Company,ProLiant DL385  TM  280,0,false,1637.0,1791.0,2514.0,2235.0,1509.0,1398.0,942.0,2717.0,4072.0,1559.0,1804.0,1109.0,1727.0,1457.0,730.0,1405.0,http://www.spec.org/cpu2000/results/res2005q3/cpu2000-20050902-04602.html
408,85,2006-03-01,Hewlett-Packard Company,ProLiant DL385  TM  285,0,false,1938.0,2124.0,2693.0,2441.0,1717.0,2013.0,2111.0,3192.0,2521.0,1598.0,2544.0,1511.0,1928.0,1620.0,871.0,1636.0,http://www.spec.org/cpu2000/results/res2006q1/cpu2000-20060306-05722.html
409,85,2006-03-01,Hewlett-Packard Company,ProLiant DL385  TM  285,0,false,1683.0,1831.0,2607.0,2126.0,1569.0,1392.0,1023.0,2796.0,4152.0,1558.0,1872.0,1158.0,1709.0,1512.0,788.0,1477.0,http://www.spec.org/cpu2000/results/res2006q1/cpu2000-20060306-05726.html
410,106,2006-09-01,Hewlett-Packard Company,ProLiant DL385 G2  TM  2218,0,false,2059.0,2278.0,2742.0,2942.0,1824.0,2209.0,1920.0,3406.0,2805.0,1740.0,2710.0,1565.0,2190.0,1770.0,862.0,1670.0,http://www.spec.org/cpu2000/results/res2006q3/cpu2000-20060901-07163.html
411,106,2006-09-01,Hewlett-Packard Company,ProLiant DL385 G2  TM  2218,0,false,1766.0,1945.0,2734.0,2504.0,1628.0,1485.0,1015.0,2921.0,4439.0,1654.0,1984.0,1162.0,1843.0,1584.0,787.0,1505.0,http://www.spec.org/cpu2000/results/res2006q3/cpu2000-20060901-07164.html
412,119,2007-01-01,Hewlett-Packard Company,ProLiant DL385 G2  TM  2220SE,0,false,2152.0,2370.0,2892.0,2958.0,1931.0,2296.0,2177.0,3508.0,2845.0,1799.0,2779.0,1612.0,2220.0,1851.0,930.0,1798.0,http://www.spec.org/cpu2000/results/res2006q4/cpu2000-20061113-08032.html
413,119,2007-01-01,Hewlett-Packard Company,ProLiant DL385 G2  TM  2220SE,0,false,1836.0,2023.0,2864.0,2501.0,1708.0,1508.0,1088.0,3046.0,4540.0,1700.0,2086.0,1214.0,1857.0,1655.0,845.0,1589.0,http://www.spec.org/cpu2000/results/res2006q4/cpu2000-20061113-08033.html
414,607,2006-05-01,Hewlett-Packard Company,ProLiant DL580 G4,800,false,1516.0,1522.0,2745.0,2015.0,1262.0,1399.0,1274.0,2955.0,3373.0,2243.0,1255.0,904.0,1364.0,1252.0,587.0,1068.0,http://www.spec.org/cpu2000/results/res2006q2/cpu2000-20060515-05982.html
415,607,2006-05-01,Hewlett-Packard Company,ProLiant DL580 G4,800,false,1524.0,1588.0,2610.0,1971.0,1327.0,1343.0,1484.0,2332.0,4613.0,1509.0,1270.0,1080.0,1303.0,1371.0,585.0,1151.0,http://www.spec.org/cpu2000/results/res2006q2/cpu2000-20060612-06149.html
416,611,2006-08-01,Hewlett-Packard Company,ProLiant DL580 G4,800,false,2002.0,2109.0,3111.0,2348.0,1681.0,1746.0,1732.0,3605.0,6676.0,2002.0,2570.0,1430.0,1672.0,1579.0,671.0,1427.0,http://www.spec.org/cpu2000/results/res2006q3/cpu2000-20060818-07049.html
417,611,2006-08-01,Hewlett-Packard Company,ProLiant DL580 G4,800,false,1947.0,1951.0,3121.0,2295.0,1451.0,1669.0,1457.0,3614.0,5951.0,2859.0,2361.0,1430.0,1625.0,1438.0,675.0,1356.0,http://www.spec.org/cpu2000/results/res2006q3/cpu2000-20060818-07052.html
418,543,2006-02-01,Hewlett-Packard Company,ProLiant ML110 G3,800,false,1717.0,1742.0,2473.0,2456.0,1363.0,1454.0,1313.0,3222.0,4133.0,2255.0,1826.0,1136.0,2015.0,1385.0,600.0,1175.0,http://www.spec.org/cpu2000/results/res2006q1/cpu2000-20060206-05519.html
419,598,2006-05-01,Hewlett-Packard Company,ProLiant ML150 G3,667,false,1499.0,1548.0,2565.0,1752.0,1378.0,1350.0,1513.0,2546.0,4306.0,1461.0,1339.0,1040.0,1267.0,1281.0,582.0,1083.0,http://www.spec.org/cpu2000/results/res2006q3/cpu2000-20060901-07167.html
420,599,2006-05-01,Hewlett-Packard Company,ProLiant ML150 G3,1066,false,2024.0,2113.0,3598.0,2635.0,1808.0,1819.0,1886.0,3697.0,6101.0,2087.0,1701.0,1399.0,1719.0,1723.0,729.0,1360.0,http://www.spec.org/cpu2000/results/res2006q3/cpu2000-20060724-06785.html
421,599,2006-05-01,Hewlett-Packard Company,ProLiant ML150 G3,1066,false,1924.0,1931.0,3535.0,2591.0,1580.0,1753.0,1603.0,3721.0,4514.0,2868.0,1617.0,1158.0,1717.0,1582.0,734.0,1301.0,http://www.spec.org/cpu2000/results/res2006q3/cpu2000-20060724-06786.html
422,543,2006-02-01,Hewlett-Packard Company,ProLiant ML310 G3,800,false,1730.0,1754.0,2485.0,2566.0,1379.0,1457.0,1313.0,3232.0,4142.0,2283.0,1828.0,1136.0,2038.0,1390.0,600.0,1188.0,http://www.spec.org/cpu2000/results/res2006q1/cpu2000-20060206-05513.html
423,593,2006-09-01,Hewlett-Packard Company,ProLiant ML310 G4,1066,false,2566.0,2814.0,4037.0,2806.0,1663.0,2028.0,2554.0,5602.0,9441.0,2550.0,2854.0,1780.0,2510.0,1956.0,917.0,1785.0,http://www.spec.org/cpu2000/results/res2006q4/cpu2000-20061016-07572.html
424,593,2006-09-01,Hewlett-Packard Company,ProLiant ML310 G4,1066,false,2535.0,2541.0,3957.0,2801.0,1571.0,2014.0,2358.0,5787.0,8430.0,3378.0,2542.0,1721.0,2542.0,1876.0,960.0,1661.0,http://www.spec.org/cpu2000/results/res2006q4/cpu2000-20061016-07573.html
425,595,2006-09-01,Hewlett-Packard Company,ProLiant ML310 G4,1066,false,2755.0,3031.0,4255.0,2811.0,1799.0,2082.0,2828.0,6236.0,10635.0,2601.0,3141.0,1952.0,2655.0,2081.0,1019.0,1926.0,http://www.spec.org/cpu2000/results/res2006q4/cpu2000-20060918-07414.html
426,595,2006-09-01,Hewlett-Packard Company,ProLiant ML310 G4,1066,false,2733.0,2742.0,4168.0,2821.0,1714.0,2106.0,2604.0,6418.0,9364.0,3549.0,2804.0,1889.0,2696.0,2007.0,1068.0,1792.0,http://www.spec.org/cpu2000/results/res2006q4/cpu2000-20060918-07415.html
427,600,2006-05-01,Hewlett-Packard Company,ProLiant ML350 G5,1066,false,1762.0,1918.0,2932.0,2275.0,1154.0,1540.0,1687.0,3789.0,6392.0,1823.0,1840.0,1201.0,1544.0,1379.0,611.0,1098.0,http://www.spec.org/cpu2000/results/res2006q3/cpu2000-20060724-06794.html
428,617,2006-11-01,Hewlett-Packard Company,ProLiant ML350 G5,1066,false,1901.0,2075.0,2779.0,2180.0,1303.0,1430.0,1969.0,4454.0,7483.0,1742.0,2065.0,1415.0,1627.0,1529.0,714.0,1198.0,http://www.spec.org/cpu2000/results/res2007q1/cpu2000-20070223-08665.html
429,686,2007-01-01,Hewlett-Packard Company,ProLiant ML350 G5,1333,false,2515.0,2749.0,3530.0,2665.0,1765.0,1810.0,2776.0,6082.0,10732.0,2147.0,2777.0,1984.0,1997.0,2012.0,1021.0,1537.0,http://www.spec.org/cpu2000/results/res2007q1/cpu2000-20070205-08444.html
430,605,2006-06-01,Hewlett-Packard Company,ProLiant ML350 G5,1333,false,2805.0,3044.0,4274.0,2823.0,1951.0,2232.0,3091.0,7086.0,11710.0,2369.0,3050.0,2141.0,2097.0,2173.0,1147.0,1708.0,http://www.spec.org/cpu2000/results/res2006q3/cpu2000-20060626-06354.html
431,605,2006-06-01,Hewlett-Packard Company,ProLiant ML350 G5,1333,false,2747.0,2760.0,3991.0,2771.0,1798.0,2175.0,2829.0,7163.0,10545.0,3294.0,2720.0,2033.0,2059.0,2069.0,1201.0,1615.0,http://www.spec.org/cpu2000/results/res2006q3/cpu2000-20060626-06349.html
432,599,2006-06-01,Hewlett-Packard Company,ProLiant ML350 G5,1066,false,1884.0,1891.0,3408.0,2567.0,1571.0,1723.0,1604.0,3685.0,4354.0,2765.0,1535.0,1111.0,1620.0,1551.0,734.0,1344.0,http://www.spec.org/cpu2000/results/res2006q2/cpu2000-20060612-06171.html
433,599,2006-06-01,Hewlett-Packard Company,ProLiant ML350 G5,1066,false,2015.0,2107.0,3590.0,2657.0,1815.0,1800.0,1877.0,3430.0,6028.0,2106.0,1708.0,1408.0,1719.0,1726.0,733.0,1361.0,http://www.spec.org/cpu2000/results/res2006q3/cpu2000-20060626-06387.html
434,600,2006-06-01,Hewlett-Packard Company,ProLiant ML370 G5,1066,false,1747.0,1904.0,2832.0,2271.0,1158.0,1499.0,1687.0,3811.0,6340.0,1732.0,1828.0,1208.0,1544.0,1371.0,611.0,1094.0,http://www.spec.org/cpu2000/results/res2006q3/cpu2000-20060807-06944.html
435,617,2006-11-01,Hewlett-Packard Company,ProLiant ML370 G5,1066,false,1899.0,2074.0,2764.0,2188.0,1304.0,1431.0,1969.0,4422.0,7507.0,1741.0,2048.0,1412.0,1639.0,1530.0,714.0,1196.0,http://www.spec.org/cpu2000/results/res2007q1/cpu2000-20070222-08634.html
436,686,2006-11-01,Hewlett-Packard Company,ProLiant ML370 G5,1333,false,2531.0,2764.0,3548.0,2712.0,1770.0,1833.0,2774.0,6294.0,10572.0,2172.0,2770.0,1982.0,2035.0,2031.0,1021.0,1524.0,http://www.spec.org/cpu2000/results/res2007q1/cpu2000-20070219-08604.html
437,605,2006-05-01,Hewlett-Packard Company,ProLiant ML370 G5,1333,false,2803.0,3048.0,4160.0,2865.0,1965.0,2185.0,3095.0,7100.0,11823.0,2292.0,3042.0,2169.0,2145.0,2172.0,1147.0,1720.0,http://www.spec.org/cpu2000/results/res2006q2/cpu2000-20060612-06162.html
438,605,2006-06-01,Hewlett-Packard Company,ProLiant ML370 G5,1333,false,2737.0,2760.0,3834.0,2808.0,1817.0,2122.0,2747.0,7211.0,10545.0,3226.0,2715.0,2037.0,2108.0,2077.0,1201.0,1625.0,http://www.spec.org/cpu2000/results/res2006q2/cpu2000-20060525-06040.html
439,607,2006-05-01,Hewlett-Packard Company,ProLiant ML570 G4,800,false,1527.0,1534.0,2757.0,2028.0,1271.0,1407.0,1278.0,2975.0,3387.0,2255.0,1257.0,906.0,1371.0,1257.0,588.0,1120.0,http://www.spec.org/cpu2000/results/res2006q2/cpu2000-20060515-05997.html
440,607,2006-05-01,Hewlett-Packard Company,ProLiant ML570 G4,800,false,1544.0,1606.0,2622.0,1976.0,1334.0,1345.0,1489.0,2676.0,4689.0,1511.0,1275.0,1081.0,1307.0,1375.0,586.0,1154.0,http://www.spec.org/cpu2000/results/res2006q2/cpu2000-20060612-06151.html
441,611,2006-08-01,Hewlett-Packard Company,ProLiant ML570 G4,800,false,2004.0,2118.0,3138.0,2366.0,1689.0,1745.0,1728.0,3608.0,6630.0,2032.0,2504.0,1433.0,1679.0,1584.0,672.0,1427.0,http://www.spec.org/cpu2000/results/res2006q3/cpu2000-20060818-07069.html
442,611,2006-08-01,Hewlett-Packard Company,ProLiant ML570 G4,800,false,1957.0,1962.0,3158.0,2320.0,1460.0,1683.0,1465.0,3617.0,5973.0,2892.0,2351.0,1433.0,1633.0,1446.0,677.0,1360.0,http://www.spec.org/cpu2000/results/res2006q3/cpu2000-20060818-07061.html
443,194,2002-08-01,Hewlett-Packard Company,hp AlphaServer DS25 68/1000,0,false,812.0,985.0,679.0,1518.0,532.0,980.0,799.0,1695.0,1794.0,347.0,1075.0,594.0,942.0,700.0,410.0,688.0,http://www.spec.org/cpu2000/results/res2002q3/cpu2000-20020801-01518.html
444,197,2002-08-01,Hewlett-Packard Company,hp AlphaServer ES45 68/1250,0,false,1019.0,1365.0,789.0,1633.0,610.0,1132.0,990.0,2380.0,2270.0,380.0,1454.0,868.0,1138.0,830.0,522.0,1152.0,http://www.spec.org/cpu2000/results/res2002q4/cpu2000-20021121-01874.html
445,196,2002-08-01,Hewlett-Packard Company,hp AlphaServer GS160 68/1224,0,false,747.0,1014.0,550.0,937.0,370.0,660.0,977.0,2280.0,2502.0,197.0,1397.0,785.0,612.0,464.0,496.0,791.0,http://www.spec.org/cpu2000/results/res2002q4/cpu2000-20021104-01777.html
446,196,2002-08-01,Hewlett-Packard Company,hp AlphaServer GS320 68/1224,0,false,747.0,1014.0,550.0,937.0,370.0,660.0,977.0,2280.0,2502.0,197.0,1397.0,785.0,612.0,464.0,496.0,791.0,http://www.spec.org/cpu2000/results/res2002q4/cpu2000-20021104-01778.html
447,196,2002-08-01,Hewlett-Packard Company,hp AlphaServer GS80 68/1224,0,false,747.0,1014.0,550.0,937.0,370.0,660.0,977.0,2280.0,2502.0,197.0,1397.0,785.0,612.0,464.0,496.0,791.0,http://www.spec.org/cpu2000/results/res2002q4/cpu2000-20021104-01776.html
448,274,2001-11-01,Hewlett-Packard Company,hp server rp5470,0,false,462.0,522.0,332.0,788.0,468.0,590.0,569.0,1367.0,496.0,237.0,332.0,475.0,298.0,271.0,406.0,589.0,http://www.spec.org/cpu2000/results/res2001q4/cpu2000-20011023-01068.html
449,273,2001-11-01,Hewlett-Packard Company,hp server rp5470,0,false,432.0,488.0,302.0,787.0,453.0,577.0,498.0,1263.0,479.0,231.0,302.0,432.0,287.0,253.0,355.0,534.0,http://www.spec.org/cpu2000/results/res2001q4/cpu2000-20011023-01081.html
450,274,2001-09-01,Hewlett-Packard Company,hp server rp7400,0,false,464.0,524.0,333.0,790.0,469.0,591.0,570.0,1374.0,500.0,239.0,334.0,472.0,300.0,273.0,407.0,591.0,http://www.spec.org/cpu2000/results/res2001q4/cpu2000-20010911-00893.html
451,273,2001-09-01,Hewlett-Packard Company,hp server rp7400,0,false,430.0,489.0,302.0,789.0,454.0,578.0,500.0,1266.0,452.0,230.0,302.0,431.0,290.0,253.0,355.0,536.0,http://www.spec.org/cpu2000/results/res2001q4/cpu2000-20011023-01083.html
452,485,2002-09-01,Hewlett-Packard Company,hp server rx2600   Itanium 2,0,false,1174.0,1301.0,611.0,2448.0,1629.0,1102.0,718.0,2602.0,2773.0,1198.0,779.0,957.0,1192.0,616.0,938.0,1108.0,http://www.spec.org/cpu2000/results/res2002q3/cpu2000-20020711-01470.html
453,485,2002-09-01,Hewlett-Packard Company,hp server rx2600   Itanium 2,0,false,1427.0,1427.0,1039.0,3209.0,1826.0,2170.0,726.0,2585.0,4379.0,1915.0,1214.0,907.0,1298.0,778.0,903.0,694.0,http://www.spec.org/cpu2000/results/res2002q4/cpu2000-20021119-01864.html
454,493,2002-09-01,Hewlett-Packard Company,hp server rx2600   Itanium 2,0,false,1151.0,1151.0,953.0,2982.0,1653.0,1982.0,653.0,1473.0,1646.0,1734.0,1019.0,657.0,1190.0,722.0,775.0,630.0,http://www.spec.org/cpu2000/results/res2002q4/cpu2000-20021119-01844.html
455,476,2001-06-01,Hewlett-Packard Company,hp server rx4610,0,false,701.0,701.0,596.0,1364.0,749.0,1019.0,321.0,1009.0,2356.0,844.0,649.0,508.0,832.0,323.0,567.0,342.0,http://www.spec.org/cpu2000/results/res2001q2/cpu2000-20010522-00660.html
456,475,2001-06-01,Hewlett-Packard Company,hp server rx4610,0,false,623.0,623.0,559.0,1345.0,718.0,952.0,297.0,898.0,1381.0,782.0,507.0,447.0,795.0,303.0,512.0,318.0,http://www.spec.org/cpu2000/results/res2001q2/cpu2000-20010522-00666.html
457,476,2001-06-01,Hewlett-Packard Company,hp server rx4610,0,false,545.0,653.0,336.0,1033.0,871.0,542.0,377.0,1335.0,1094.0,341.0,542.0,310.0,830.0,216.0,631.0,351.0,http://www.spec.org/cpu2000/results/res2001q3/cpu2000-20010813-00793.html
458,485,2002-09-01,Hewlett-Packard Company,hp server rx5670   Itanium 2,0,false,1178.0,1305.0,611.0,2598.0,1645.0,1103.0,679.0,2600.0,2776.0,1203.0,782.0,957.0,1228.0,614.0,939.0,1102.0,http://www.spec.org/cpu2000/results/res2002q3/cpu2000-20020711-01468.html
459,485,2002-09-01,Hewlett-Packard Company,hp server rx5670   Itanium 2,0,false,1431.0,1431.0,1032.0,3373.0,1855.0,2183.0,726.0,2554.0,4178.0,1918.0,1256.0,904.0,1321.0,776.0,903.0,683.0,http://www.spec.org/cpu2000/results/res2002q4/cpu2000-20021119-01859.html
460,493,2002-09-01,Hewlett-Packard Company,hp server rx5670   Itanium 2,0,false,1151.0,1151.0,951.0,3133.0,1669.0,1997.0,653.0,1504.0,1512.0,1728.0,1033.0,643.0,1216.0,718.0,772.0,624.0,http://www.spec.org/cpu2000/results/res2002q4/cpu2000-20021119-01857.html
461,266,2000-02-01,Hewlett-Packard Company,hp visualize b2000 UNIX workstation,0,false,321.0,357.0,251.0,735.0,354.0,479.0,218.0,468.0,432.0,261.0,195.0,311.0,287.0,226.0,210.0,410.0,http://www.spec.org/cpu2000/results/res2000q4/cpu2000-20001009-00239.html
462,271,2000-02-01,Hewlett-Packard Company,hp visualize c3600 UNIX workstation,0,false,392.0,433.0,330.0,779.0,453.0,575.0,297.0,537.0,469.0,294.0,249.0,391.0,334.0,274.0,285.0,530.0,http://www.spec.org/cpu2000/results/res2000q4/cpu2000-20001009-00242.html
463,271,2000-06-01,Hewlett-Packard Company,hp visualize j6000 UNIX workstation,0,false,400.0,433.0,340.0,761.0,462.0,563.0,300.0,569.0,419.0,347.0,258.0,376.0,370.0,302.0,286.0,523.0,http://www.spec.org/cpu2000/results/res2000q4/cpu2000-20001009-00249.html
464,269,2001-06-01,Hewlett-Packard Company,hp workstation b2600,0,false,397.0,440.0,311.0,807.0,429.0,562.0,306.0,951.0,401.0,328.0,257.0,343.0,345.0,278.0,264.0,471.0,http://www.spec.org/cpu2000/results/res2001q2/cpu2000-20010424-00599.html
465,272,2001-11-01,Hewlett-Packard Company,hp workstation c3650,0,false,482.0,542.0,340.0,917.0,526.0,630.0,396.0,1301.0,577.0,368.0,336.0,435.0,378.0,321.0,338.0,543.0,http://www.spec.org/cpu2000/results/res2002q1/cpu2000-20011221-01154.html
466,274,2001-07-01,Hewlett-Packard Company,hp workstation c3700,0,false,526.0,576.0,439.0,779.0,529.0,649.0,451.0,1476.0,613.0,382.0,360.0,499.0,408.0,362.0,397.0,638.0,http://www.spec.org/cpu2000/results/res2001q2/cpu2000-20010424-00600.html
467,275,2002-11-01,Hewlett-Packard Company,hp workstation c3750,0,false,600.0,674.0,446.0,931.0,621.0,702.0,694.0,1603.0,670.0,413.0,430.0,553.0,448.0,404.0,471.0,696.0,http://www.spec.org/cpu2000/results/res2002q4/cpu2000-20021004-01708.html
468,475,2001-06-01,Hewlett-Packard Company,hp workstation i2000,0,false,623.0,623.0,556.0,1345.0,718.0,952.0,298.0,897.0,1406.0,780.0,504.0,446.0,794.0,302.0,514.0,318.0,http://www.spec.org/cpu2000/results/res2001q2/cpu2000-20010524-00676.html
469,476,2001-06-01,Hewlett-Packard Company,hp workstation i2000,0,false,655.0,655.0,593.0,1370.0,749.0,1010.0,319.0,959.0,1421.0,805.0,531.0,476.0,819.0,320.0,551.0,339.0,http://www.spec.org/cpu2000/results/res2001q2/cpu2000-20010524-00679.html
470,476,2001-06-01,Hewlett-Packard Company,hp workstation i2000,0,false,526.0,610.0,344.0,1055.0,876.0,548.0,377.0,1235.0,840.0,325.0,513.0,272.0,841.0,220.0,618.0,350.0,http://www.spec.org/cpu2000/results/res2001q4/cpu2000-20010910-00871.html
471,475,2001-06-01,Hewlett-Packard Company,hp workstation i2000,0,false,494.0,577.0,311.0,1040.0,845.0,528.0,346.0,1143.0,787.0,310.0,476.0,253.0,815.0,207.0,568.0,326.0,http://www.spec.org/cpu2000/results/res2001q4/cpu2000-20010910-00872.html
472,274,2001-07-01,Hewlett-Packard Company,hp workstation j6700,0,false,526.0,581.0,439.0,817.0,536.0,635.0,453.0,1414.0,593.0,384.0,359.0,493.0,424.0,365.0,396.0,634.0,http://www.spec.org/cpu2000/results/res2001q2/cpu2000-20010424-00609.html
473,275,2002-11-01,Hewlett-Packard Company,hp workstation j6750,0,false,580.0,651.0,439.0,854.0,565.0,652.0,697.0,1553.0,627.0,402.0,425.0,540.0,448.0,396.0,472.0,674.0,http://www.spec.org/cpu2000/results/res2002q4/cpu2000-20021021-01737.html
474,493,2002-09-01,Hewlett-Packard Company,hp workstation zx2000   Itanium 2,0,false,1050.0,0.0,905.0,2328.0,1389.0,1792.0,575.0,1803.0,1661.0,1576.0,780.0,571.0,1021.0,656.0,768.0,609.0,http://www.spec.org/cpu2000/results/res2002q3/cpu2000-20020715-01484.html
475,493,2002-09-01,Hewlett-Packard Company,hp workstation zx2000   Itanium 2,0,false,1086.0,1086.0,928.0,2505.0,1514.0,1939.0,649.0,1435.0,1450.0,1594.0,935.0,634.0,1137.0,683.0,773.0,609.0,http://www.spec.org/cpu2000/results/res2002q4/cpu2000-20021119-01845.html
476,485,2002-09-01,Hewlett-Packard Company,hp workstation zx6000   Itanium 2,0,false,1356.0,0.0,1003.0,3205.0,1720.0,2033.0,642.0,2505.0,4226.0,1871.0,1152.0,788.0,1206.0,747.0,894.0,678.0,http://www.spec.org/cpu2000/results/res2002q3/cpu2000-20020715-01485.html
477,485,2002-09-01,Hewlett-Packard Company,hp workstation zx6000   Itanium 2,0,false,1356.0,1356.0,997.0,3169.0,1707.0,2030.0,654.0,2477.0,3960.0,1864.0,1123.0,889.0,1205.0,749.0,894.0,678.0,http://www.spec.org/cpu2000/results/res2002q3/cpu2000-20020812-01541.html
478,485,2002-09-01,Hewlett-Packard Company,hp workstation zx6000   Itanium 2,0,false,1422.0,1422.0,1024.0,3324.0,1819.0,2171.0,725.0,2537.0,4506.0,1852.0,1241.0,900.0,1266.0,773.0,903.0,682.0,http://www.spec.org/cpu2000/results/res2002q4/cpu2000-20021119-01843.html
479,493,2002-09-01,Hewlett-Packard Company,hp workstation zx6000   Itanium 2,0,false,1139.0,1139.0,947.0,3087.0,1633.0,1978.0,652.0,1417.0,1585.0,1675.0,1019.0,639.0,1201.0,715.0,772.0,615.0,http://www.spec.org/cpu2000/results/res2002q4/cpu2000-20021119-01850.html
480,76,2005-04-01,IBM Corporation,AMD Opteron,0,false,1389.0,1512.0,1834.0,2010.0,1271.0,1292.0,1502.0,2176.0,1986.0,1223.0,1618.0,981.0,1383.0,1212.0,641.0,1212.0,http://www.spec.org/cpu2000/results/res2005q2/cpu2000-20050610-04213.html
481,78,2005-04-01,IBM Corporation,AMD Opteron,0,false,1700.0,1821.0,2234.0,2439.0,1565.0,1619.0,1820.0,2710.0,2166.0,1531.0,2040.0,1179.0,1844.0,1512.0,769.0,1446.0,http://www.spec.org/cpu2000/results/res2005q2/cpu2000-20050610-04218.html
482,79,2005-04-01,IBM Corporation,AMD Opteron,0,false,1855.0,2016.0,2451.0,2489.0,1670.0,1731.0,1989.0,2983.0,2356.0,1622.0,2151.0,1465.0,2059.0,1614.0,836.0,1638.0,http://www.spec.org/cpu2000/results/res2005q2/cpu2000-20050502-04052.html
483,83,2005-07-01,IBM Corporation,,0,false,1577.0,1727.0,1959.0,2326.0,1487.0,1501.0,1682.0,2571.0,2170.0,1478.0,1890.0,1085.0,1770.0,1365.0,617.0,1368.0,http://www.spec.org/cpu2000/results/res2005q3/cpu2000-20050822-04522.html
484,289,2003-07-01,IBM Corporation,IBM IntelliStation POWER 275 Workstation   1 CPU,0,false,862.0,901.0,1089.0,1267.0,625.0,677.0,504.0,2163.0,1385.0,939.0,1074.0,621.0,1212.0,653.0,424.0,681.0,http://www.spec.org/cpu2000/results/res2003q3/cpu2000-20030623-02295.html
485,291,2003-07-01,IBM Corporation,IBM IntelliStation POWER 275 Workstation   1 CPU,0,false,1129.0,1180.0,1409.0,1461.0,837.0,805.0,705.0,3093.0,1971.0,1150.0,1457.0,882.0,1339.0,844.0,607.0,910.0,http://www.spec.org/cpu2000/results/res2003q3/cpu2000-20030623-02297.html
486,294,2005-10-01,IBM Corporation,IBM IntelliStation POWER 285 Workstation   1 CPU,0,false,2838.0,3027.0,2603.0,4049.0,2562.0,2362.0,1285.0,5890.0,15511.0,5867.0,2605.0,1396.0,5316.0,1719.0,840.0,1792.0,http://www.spec.org/cpu2000/results/res2005q4/cpu2000-20051003-04881.html
