spec_fp2000_id,processor_id,hw_avail,test_sponsor,hw_model,bus,sw_auto_parallel,basemean,peakmean,168_wupwise,171_swim,172_mgrid,173_applu,177_mesa,178_galgel,179_art,183_equake,187_facerec,188_ammp,189_lucas,191_fma3d,200_sixtrack,301_apsi,link
299,199,2003-01-01,Hewlett-Packard Company,AlphaServer GS1280 7/1150,0,false,1124.0,1482.0,883.0,3590.0,708.0,1518.0,928.0,2105.0,2014.0,519.0,1105.0,735.0,1522.0,1019.0,469.0,1242.0,http://www.spec.org/cpu2000/results/res2003q1/cpu2000-20030113-01917.html
300,200,2004-08-01,Hewlett-Packard Company,AlphaServer GS1280 7/1300,0,false,1279.0,1684.0,1004.0,4080.0,807.0,1706.0,1042.0,2386.0,2289.0,598.0,1258.0,836.0,1710.0,1154.0,553.0,1419.0,http://www.spec.org/cpu2000/results/res2004q3/cpu2000-20040622-03148.html
301,270,2001-11-01,Hewlett-Packard Company,HP 9000 Model A500,0,false,389.0,414.0,343.0,705.0,440.0,537.0,297.0,537.0,392.0,336.0,259.0,377.0,358.0,294.0,283.0,511.0,http://www.spec.org/cpu2000/results/res2000q4/cpu2000-20001105-00280.html
302,270,2000-11-01,Hewlett-Packard Company,HP 9000 Model L3000,0,false,345.0,376.0,318.0,645.0,416.0,523.0,290.0,474.0,354.0,222.0,227.0,352.0,272.0,235.0,278.0,503.0,http://www.spec.org/cpu2000/results/res2001q1/cpu2000-20001222-00433.html
303,268,1999-11-01,Hewlett-Packard Company,HP 9000 Model N4000,0,false,266.0,297.0,251.0,560.0,344.0,434.0,232.0,377.0,305.0,195.0,77.4,292.0,212.0,199.0,220.0,393.0,http://www.spec.org/cpu2000/results/res1999q4/cpu2000-19991130-00028.html
304,271,2000-04-01,Hewlett-Packard Company,HP 9000 Model N4000,0,false,338.0,369.0,272.0,543.0,420.0,510.0,291.0,477.0,348.0,223.0,235.0,351.0,288.0,241.0,293.0,435.0,http://www.spec.org/cpu2000/results/res2000q1/cpu2000-20000313-00043.html
305,485,2004-03-01,Hewlett-Packard Company,HP Integrity Server rx1600   Itanium 2,0,false,1382.0,1382.0,1017.0,3430.0,1937.0,2447.0,807.0,2204.0,1925.0,1981.0,1195.0,788.0,1561.0,873.0,889.0,726.0,http://www.spec.org/cpu2000/results/res2004q1/cpu2000-20040209-02847.html
306,486,2003-07-01,Hewlett-Packard Company,HP Integrity Server rx2600   Itanium 2,0,false,1808.0,1808.0,1272.0,3633.0,2112.0,2979.0,989.0,3428.0,5400.0,2462.0,1551.0,1159.0,1619.0,975.0,1188.0,902.0,http://www.spec.org/cpu2000/results/res2003q4/cpu2000-20031117-02649.html
307,489,2003-09-01,Hewlett-Packard Company,HP Integrity Server rx2600   Itanium 2,0,false,2119.0,2119.0,1466.0,4136.0,2503.0,3469.0,1126.0,4225.0,6514.0,2982.0,1925.0,1413.0,1774.0,1091.0,1402.0,1024.0,http://www.spec.org/cpu2000/results/res2003q3/cpu2000-20030630-02310.html
308,486,2004-01-01,Hewlett-Packard Company,HP Integrity Server rx4640   Itanium 2,0,false,1891.0,1891.0,1245.0,4097.0,2297.0,3083.0,1054.0,3741.0,5299.0,2442.0,1672.0,1215.0,1736.0,1050.0,1215.0,903.0,http://www.spec.org/cpu2000/results/res2004q1/cpu2000-20040126-02754.html
309,489,2004-01-01,Hewlett-Packard Company,HP Integrity Server rx4640   Itanium 2,0,false,2161.0,2161.0,1401.0,4224.0,2521.0,3483.0,1209.0,4573.0,6702.0,2802.0,2002.0,1478.0,1836.0,1162.0,1406.0,1012.0,http://www.spec.org/cpu2000/results/res2004q1/cpu2000-20040126-02755.html
310,486,2003-09-01,Hewlett-Packard Company,HP Integrity Server rx5670   Itanium 2,0,false,1814.0,1814.0,1257.0,3910.0,2220.0,2988.0,991.0,3441.0,5049.0,2458.0,1599.0,1156.0,1632.0,953.0,1190.0,881.0,http://www.spec.org/cpu2000/results/res2003q4/cpu2000-20031117-02655.html
311,489,2003-09-01,Hewlett-Packard Company,HP Integrity Server rx5670   Itanium 2,0,false,2108.0,2108.0,1423.0,4201.0,2506.0,3402.0,1149.0,4248.0,6671.0,2915.0,1959.0,1418.0,1749.0,1057.0,1374.0,1001.0,http://www.spec.org/cpu2000/results/res2003q3/cpu2000-20030630-02311.html
312,491,2004-12-01,Hewlett-Packard Company,HP Integrity rx2620-2,0,false,2553.0,2553.0,2780.0,4360.0,2623.0,4007.0,1250.0,6297.0,12496.0,3205.0,1713.0,1464.0,1760.0,1608.0,1578.0,1110.0,http://www.spec.org/cpu2000/results/res2004q4/cpu2000-20041101-03481.html
313,489,2004-12-01,Hewlett-Packard Company,HP Integrity rx4640-8,0,false,2502.0,2502.0,2672.0,4345.0,2568.0,3811.0,1173.0,6665.0,11760.0,3095.0,1848.0,1474.0,1834.0,1538.0,1496.0,1016.0,http://www.spec.org/cpu2000/results/res2004q4/cpu2000-20041129-03623.html
314,491,2004-12-01,Hewlett-Packard Company,HP Integrity rx4640-8,0,false,2712.0,2712.0,2853.0,4385.0,2736.0,4125.0,1299.0,7247.0,12367.0,3578.0,2186.0,1663.0,1876.0,1609.0,1599.0,1127.0,http://www.spec.org/cpu2000/results/res2004q4/cpu2000-20041101-03482.html
315,489,2003-09-01,Hewlett-Packard Company,HP Workstation zx6000   Itanium 2,0,false,2106.0,2106.0,1438.0,4189.0,2458.0,3452.0,1142.0,4218.0,6784.0,2878.0,1938.0,1407.0,1738.0,1075.0,1401.0,987.0,http://www.spec.org/cpu2000/results/res2003q3/cpu2000-20030630-02315.html
316,605,2006-06-01,Hewlett-Packard Company,ProLiant BL20P G4,1333,false,2711.0,2727.0,3752.0,2785.0,1803.0,2086.0,2842.0,7197.0,10538.0,3144.0,2674.0,2019.0,2046.0,2059.0,1201.0,1589.0,http://www.spec.org/cpu2000/results/res2006q3/cpu2000-20060626-06314.html
317,599,2006-06-01,Hewlett-Packard Company,ProLiant BL20P G4,1066,false,1932.0,1939.0,3536.0,2633.0,1595.0,1784.0,1613.0,3759.0,4512.0,2878.0,1614.0,1141.0,1723.0,1599.0,736.0,1295.0,http://www.spec.org/cpu2000/results/res2006q3/cpu2000-20060626-06364.html
318,600,2006-06-01,Hewlett-Packard Company,ProLiant BL20p G4,1066,false,1753.0,1910.0,2853.0,2292.0,1154.0,1507.0,1685.0,3793.0,6342.0,1753.0,1840.0,1208.0,1560.0,1380.0,611.0,1094.0,http://www.spec.org/cpu2000/results/res2006q3/cpu2000-20060724-06798.html
319,617,2007-01-01,Hewlett-Packard Company,ProLiant BL20p G4,1066,false,1909.0,2087.0,2784.0,2203.0,1304.0,1447.0,1970.0,4451.0,7486.0,1762.0,2036.0,1411.0,1666.0,1536.0,715.0,1211.0,http://www.spec.org/cpu2000/results/res2007q1/cpu2000-20070222-08642.html
320,686,2007-01-01,Hewlett-Packard Company,ProLiant BL20p G4,1333,false,2540.0,2775.0,3567.0,2711.0,1773.0,1841.0,2782.0,6339.0,10737.0,2164.0,2787.0,1985.0,2053.0,2027.0,1021.0,1529.0,http://www.spec.org/cpu2000/results/res2007q1/cpu2000-20070205-08429.html
321,605,2006-06-01,Hewlett-Packard Company,ProLiant BL20p G4,1333,false,2769.0,3008.0,4082.0,2845.0,1953.0,2149.0,3092.0,6977.0,11926.0,2221.0,3006.0,2155.0,2080.0,2151.0,1146.0,1681.0,http://www.spec.org/cpu2000/results/res2006q3/cpu2000-20060626-06313.html
322,599,2006-06-01,Hewlett-Packard Company,ProLiant BL20p G4,1066,false,2016.0,2101.0,3535.0,2641.0,1801.0,1809.0,1908.0,3662.0,6078.0,2078.0,1707.0,1363.0,1735.0,1724.0,728.0,1346.0,http://www.spec.org/cpu2000/results/res2006q3/cpu2000-20060626-06363.html
323,79,2005-02-01,Hewlett-Packard Company,ProLiant BL25p  TM  252,0,false,1860.0,2012.0,1956.0,2667.0,1764.0,1766.0,2019.0,3090.0,2430.0,1700.0,2136.0,1526.0,2173.0,1592.0,740.0,1698.0,http://www.spec.org/cpu2000/results/res2005q1/cpu2000-20050128-03758.html
324,80,2005-09-01,Hewlett-Packard Company,ProLiant BL25p  TM  254,0,false,2051.0,2258.0,2848.0,2636.0,1874.0,2184.0,2174.0,3409.0,2711.0,1719.0,2679.0,1596.0,2160.0,1657.0,811.0,1767.0,http://www.spec.org/cpu2000/results/res2005q3/cpu2000-20050902-04657.html
325,83,2005-05-01,Hewlett-Packard Company,ProLiant BL25p  TM  275,0,false,1710.0,1874.0,2333.0,2344.0,1560.0,1820.0,1721.0,2825.0,2308.0,1499.0,2237.0,1291.0,1917.0,1370.0,639.0,1439.0,http://www.spec.org/cpu2000/results/res2005q3/cpu2000-20050711-04357.html
326,83,2005-06-01,Hewlett-Packard Company,ProLiant BL25p  TM  275,0,false,1465.0,1519.0,2245.0,1979.0,1363.0,1268.0,1593.0,2460.0,1598.0,1417.0,1636.0,1083.0,1569.0,1318.0,660.0,1273.0,http://www.spec.org/cpu2000/results/res2005q3/cpu2000-20050725-04437.html
327,84,2005-09-01,Hewlett-Packard Company,ProLiant BL25p  TM  280,0,false,1862.0,2057.0,2558.0,2559.0,1698.0,1980.0,1877.0,3083.0,2524.0,1626.0,2438.0,1401.0,2074.0,1491.0,697.0,1569.0,http://www.spec.org/cpu2000/results/res2005q3/cpu2000-20050902-04642.html
328,85,2006-03-01,Hewlett-Packard Company,ProLiant BL25p  TM  285,0,false,1937.0,2132.0,2674.0,2447.0,1719.0,2014.0,2114.0,3184.0,2511.0,1599.0,2530.0,1514.0,1931.0,1622.0,871.0,1635.0,http://www.spec.org/cpu2000/results/res2006q1/cpu2000-20060306-05683.html
329,106,2006-11-01,Hewlett-Packard Company,ProLiant BL25p G2  TM  2218,0,false,2069.0,2279.0,2762.0,2953.0,1823.0,2205.0,2042.0,3389.0,2812.0,1739.0,2705.0,1568.0,2192.0,1762.0,869.0,1671.0,http://www.spec.org/cpu2000/results/res2006q4/cpu2000-20061016-07579.html
330,106,2006-11-01,Hewlett-Packard Company,ProLiant BL25p G2  TM  2218,0,false,1761.0,1943.0,2736.0,2502.0,1627.0,1483.0,998.0,2925.0,4380.0,1651.0,1973.0,1161.0,1839.0,1586.0,787.0,1505.0,http://www.spec.org/cpu2000/results/res2006q4/cpu2000-20061016-07580.html
331,119,2007-01-01,Hewlett-Packard Company,ProLiant BL25p G2  TM  2220SE,0,false,2153.0,2376.0,2884.0,2969.0,1936.0,2293.0,2178.0,3521.0,2860.0,1785.0,2782.0,1617.0,2219.0,1850.0,930.0,1804.0,http://www.spec.org/cpu2000/results/res2006q4/cpu2000-20061120-08170.html
332,119,2007-01-01,Hewlett-Packard Company,ProLiant BL25p G2  TM  2220SE,0,false,1831.0,2023.0,2871.0,2501.0,1707.0,1508.0,1081.0,3040.0,4507.0,1702.0,2045.0,1215.0,1861.0,1647.0,845.0,1584.0,http://www.spec.org/cpu2000/results/res2006q4/cpu2000-20061120-08171.html
333,78,2005-02-01,Hewlett-Packard Company,ProLiant BL35p  TM  250,0,false,1681.0,1809.0,1744.0,2517.0,1590.0,1554.0,1812.0,2710.0,2418.0,1537.0,1990.0,1403.0,1738.0,1407.0,681.0,1563.0,http://www.spec.org/cpu2000/results/res2005q1/cpu2000-20050122-03721.html
334,83,2005-06-01,Hewlett-Packard Company,ProLiant BL35p  TM  275,0,false,1672.0,1830.0,2291.0,2235.0,1515.0,1796.0,1718.0,2766.0,2217.0,1449.0,2218.0,1270.0,1815.0,1345.0,639.0,1422.0,http://www.spec.org/cpu2000/results/res2005q3/cpu2000-20050808-04468.html
335,83,2005-06-01,Hewlett-Packard Company,ProLiant BL35p  TM  275,0,false,1449.0,1510.0,2263.0,1848.0,1351.0,1242.0,1605.0,2423.0,1579.0,1392.0,1638.0,1084.0,1514.0,1311.0,669.0,1276.0,http://www.spec.org/cpu2000/results/res2005q3/cpu2000-20050808-04472.html
336,84,2006-03-01,Hewlett-Packard Company,ProLiant BL35p  TM  280,0,false,1846.0,2024.0,2534.0,2426.0,1622.0,1925.0,1961.0,3005.0,2437.0,1555.0,2450.0,1411.0,1887.0,1533.0,805.0,1543.0,http://www.spec.org/cpu2000/results/res2006q1/cpu2000-20060306-05743.html
337,84,2006-03-01,Hewlett-Packard Company,ProLiant BL35p  TM  280,0,false,1594.0,1739.0,2491.0,2008.0,1470.0,1343.0,945.0,2640.0,3939.0,1508.0,1782.0,1093.0,1658.0,1428.0,729.0,1388.0,http://www.spec.org/cpu2000/results/res2006q1/cpu2000-20060306-05752.html
338,85,2006-03-01,Hewlett-Packard Company,ProLiant BL45p  TM  285,0,false,1652.0,1801.0,2570.0,2060.0,1542.0,1363.0,1011.0,2746.0,4028.0,1529.0,1843.0,1140.0,1679.0,1486.0,776.0,1456.0,http://www.spec.org/cpu2000/results/res2006q1/cpu2000-20060306-05704.html
339,88,2005-09-01,Hewlett-Packard Company,ProLiant BL45p  TM  854,0,false,2052.0,2260.0,2825.0,2635.0,1877.0,2190.0,2179.0,3405.0,2716.0,1720.0,2682.0,1601.0,2164.0,1658.0,811.0,1766.0,http://www.spec.org/cpu2000/results/res2005q3/cpu2000-20050902-04624.html
340,90,2005-09-01,Hewlett-Packard Company,ProLiant BL45p  TM  880,0,false,1861.0,2060.0,2536.0,2555.0,1698.0,1983.0,1881.0,3073.0,2515.0,1626.0,2438.0,1403.0,2081.0,1493.0,697.0,1565.0,http://www.spec.org/cpu2000/results/res2005q3/cpu2000-20050902-04628.html
341,91,2006-03-01,Hewlett-Packard Company,ProLiant BL45p  TM  885,0,false,1939.0,2125.0,2689.0,2445.0,1718.0,2014.0,2107.0,3217.0,2520.0,1601.0,2542.0,1509.0,1928.0,1617.0,871.0,1643.0,http://www.spec.org/cpu2000/results/res2006q1/cpu2000-20060306-05709.html
342,91,2006-03-01,Hewlett-Packard Company,ProLiant BL45p  TM  885,0,false,1682.0,1830.0,2608.0,2116.0,1570.0,1391.0,1025.0,2791.0,4157.0,1555.0,1872.0,1159.0,1710.0,1508.0,788.0,1478.0,http://www.spec.org/cpu2000/results/res2006q1/cpu2000-20060306-05716.html
343,600,2006-06-01,Hewlett-Packard Company,ProLiant BL460c,1066,false,1753.0,1910.0,2845.0,2281.0,1154.0,1503.0,1689.0,3799.0,6449.0,1750.0,1836.0,1208.0,1554.0,1376.0,611.0,1094.0,http://www.spec.org/cpu2000/results/res2006q3/cpu2000-20060807-06948.html
344,617,2007-01-01,Hewlett-Packard Company,ProLiant BL460c,1066,false,1901.0,2074.0,2766.0,2188.0,1304.0,1432.0,1966.0,4444.0,7524.0,1758.0,2052.0,1413.0,1639.0,1515.0,715.0,1195.0,http://www.spec.org/cpu2000/results/res2007q1/cpu2000-20070222-08646.html
345,686,2007-01-01,Hewlett-Packard Company,ProLiant BL460c,1333,false,2549.0,2784.0,3585.0,2714.0,1779.0,1849.0,2784.0,6340.0,10670.0,2176.0,2793.0,1990.0,2067.0,2040.0,1021.0,1557.0,http://www.spec.org/cpu2000/results/res2007q1/cpu2000-20070205-08433.html
346,604,2006-06-01,Hewlett-Packard Company,ProLiant BL460c,1333,false,2594.0,2834.0,3964.0,2858.0,1808.0,2078.0,2772.0,6176.0,10500.0,2246.0,2756.0,1953.0,2084.0,2018.0,1019.0,1573.0,http://www.spec.org/cpu2000/results/res2006q4/cpu2000-20061016-07631.html
347,605,2006-06-01,Hewlett-Packard Company,ProLiant BL460c,1333,false,2798.0,3047.0,4153.0,2898.0,1960.0,2199.0,3102.0,7089.0,11539.0,2304.0,3044.0,2172.0,2151.0,2152.0,1146.0,1692.0,http://www.spec.org/cpu2000/results/res2006q3/cpu2000-20060626-06331.html
348,605,2006-06-01,Hewlett-Packard Company,ProLiant BL460c,1333,false,2739.0,2755.0,3832.0,2834.0,1808.0,2130.0,2829.0,7180.0,10532.0,3246.0,2700.0,2041.0,2105.0,2068.0,1201.0,1596.0,http://www.spec.org/cpu2000/results/res2006q3/cpu2000-20060626-06332.html
349,106,2006-09-01,Hewlett-Packard Company,ProLiant BL465c  TM  2218,0,false,2070.0,2281.0,2705.0,2964.0,1801.0,2209.0,2039.0,3428.0,2844.0,1750.0,2716.0,1572.0,2199.0,1764.0,863.0,1675.0,http://www.spec.org/cpu2000/results/res2006q3/cpu2000-20060901-07178.html
350,106,2006-09-01,Hewlett-Packard Company,ProLiant BL465c  TM  2218,0,false,1763.0,1939.0,2681.0,2532.0,1624.0,1485.0,998.0,2927.0,4456.0,1654.0,1995.0,1162.0,1838.0,1583.0,785.0,1503.0,http://www.spec.org/cpu2000/results/res2006q4/cpu2000-20060918-07384.html
351,107,2007-01-01,Hewlett-Packard Company,ProLiant BL465c  TM  2220,0,false,2146.0,2368.0,2931.0,2956.0,1934.0,2299.0,2049.0,3518.0,2871.0,1786.0,2779.0,1613.0,2223.0,1849.0,929.0,1804.0,http://www.spec.org/cpu2000/results/res2006q4/cpu2000-20061121-08252.html
352,107,2007-01-01,Hewlett-Packard Company,ProLiant BL465c  TM  2220,0,false,1833.0,2023.0,2868.0,2502.0,1710.0,1509.0,1076.0,3054.0,4483.0,1700.0,2077.0,1213.0,1863.0,1656.0,845.0,1590.0,http://www.spec.org/cpu2000/results/res2006q4/cpu2000-20061121-08241.html
353,600,2006-06-01,Hewlett-Packard Company,ProLiant BL480c,1066,false,1747.0,1904.0,2828.0,2272.0,1152.0,1496.0,1688.0,3812.0,6421.0,1733.0,1827.0,1206.0,1544.0,1370.0,609.0,1093.0,http://www.spec.org/cpu2000/results/res2006q3/cpu2000-20060807-06952.html
354,617,2007-01-01,Hewlett-Packard Company,ProLiant BL480c,1066,false,1908.0,2084.0,2787.0,2197.0,1307.0,1441.0,1973.0,4434.0,7461.0,1769.0,2064.0,1415.0,1654.0,1529.0,715.0,1209.0,http://www.spec.org/cpu2000/results/res2007q1/cpu2000-20070223-08669.html
355,686,2007-01-01,Hewlett-Packard Company,ProLiant BL480c,1333,false,2539.0,2780.0,3563.0,2712.0,1775.0,1838.0,2783.0,6336.0,10541.0,2147.0,2788.0,1986.0,2053.0,2037.0,1021.0,1558.0,http://www.spec.org/cpu2000/results/res2007q1/cpu2000-20070222-08649.html
356,605,2006-06-01,Hewlett-Packard Company,ProLiant BL480c,1333,false,2797.0,3049.0,4127.0,2894.0,1957.0,2189.0,3097.0,7036.0,11983.0,2288.0,3027.0,2173.0,2135.0,2162.0,1147.0,1689.0,http://www.spec.org/cpu2000/results/res2006q2/cpu2000-20060612-06166.html
357,605,2006-06-01,Hewlett-Packard Company,ProLiant BL480c,1333,false,2739.0,2756.0,3841.0,2836.0,1808.0,2131.0,2828.0,7174.0,10532.0,3255.0,2700.0,2041.0,2105.0,2068.0,1201.0,1595.0,http://www.spec.org/cpu2000/results/res2006q2/cpu2000-20060612-06159.html
358,605,2006-06-01,Hewlett-Packard Company,ProLiant DL140 G3,1333,false,2811.0,3051.0,4092.0,2571.0,1850.0,2232.0,3167.0,6882.0,11704.0,2154.0,3489.0,2124.0,2703.0,2076.0,1141.0,1698.0,http://www.spec.org/cpu2000/results/res2006q4/cpu2000-20061113-08062.html
359,605,2006-06-01,Hewlett-Packard Company,ProLiant DL140 G3,1333,false,2784.0,2792.0,3954.0,2569.0,1738.0,2231.0,2790.0,7158.0,10452.0,3059.0,3095.0,2037.0,2671.0,2004.0,1199.0,1649.0,http://www.spec.org/cpu2000/results/res2006q4/cpu2000-20061113-08063.html
360,599,2006-06-01,Hewlett-Packard Company,ProLiant DL140 G3,1066,false,2039.0,2127.0,3353.0,2336.0,1723.0,1804.0,1968.0,3640.0,6316.0,1904.0,2179.0,1382.0,2103.0,1657.0,728.0,1345.0,http://www.spec.org/cpu2000/results/res2006q4/cpu2000-20061113-08081.html
361,599,2006-06-01,Hewlett-Packard Company,ProLiant DL140 G3,1066,false,1969.0,1971.0,3448.0,2356.0,1521.0,1759.0,1541.0,3817.0,4806.0,2746.0,2070.0,1174.0,2116.0,1554.0,736.0,1324.0,http://www.spec.org/cpu2000/results/res2006q4/cpu2000-20061113-08082.html
362,78,2004-09-01,Hewlett-Packard Company,ProLiant DL145  TM  250,0,false,1534.0,1701.0,1691.0,2183.0,1501.0,1544.0,1458.0,2676.0,1574.0,1364.0,1793.0,1363.0,1476.0,1390.0,725.0,1539.0,http://www.spec.org/cpu2000/results/res2004q4/cpu2000-20041004-03414.html
363,79,2005-05-01,Hewlett-Packard Company,ProLiant DL145 G2  TM  252,0,false,1908.0,2084.0,2630.0,2565.0,1770.0,2091.0,2004.0,3132.0,2640.0,1668.0,2535.0,1296.0,1986.0,1572.0,757.0,1582.0,http://www.spec.org/cpu2000/results/res2005q2/cpu2000-20050613-04265.html
364,80,2005-10-01,Hewlett-Packard Company,ProLiant DL145 G2  TM  254,0,false,1922.0,2097.0,2816.0,2161.0,1676.0,1961.0,2241.0,3089.0,2441.0,1498.0,2542.0,1612.0,1742.0,1633.0,935.0,1704.0,http://www.spec.org/cpu2000/results/res2005q4/cpu2000-20051114-05062.html
365,80,2005-09-01,Hewlett-Packard Company,ProLiant DL145 G2  TM  254,0,false,1813.0,1987.0,2819.0,2268.0,1692.0,1511.0,1087.0,3018.0,4429.0,1691.0,2019.0,1255.0,1835.0,1628.0,851.0,1599.0,http://www.spec.org/cpu2000/results/res2005q4/cpu2000-20051212-05259.html
366,83,2005-09-01,Hewlett-Packard Company,ProLiant DL145 G2  TM  275,0,false,1663.0,1820.0,2390.0,2024.0,1459.0,1714.0,1778.0,2668.0,2250.0,1374.0,2194.0,1318.0,1674.0,1387.0,735.0,1414.0,http://www.spec.org/cpu2000/results/res2005q4/cpu2000-20051114-05045.html
367,83,2005-09-01,Hewlett-Packard Company,ProLiant DL145 G2  TM  275,0,false,1546.0,1690.0,2364.0,2168.0,1415.0,1343.0,859.0,2562.0,3882.0,1499.0,1696.0,1047.0,1670.0,1370.0,672.0,1311.0,http://www.spec.org/cpu2000/results/res2005q4/cpu2000-20051212-05240.html
368,84,2005-10-01,Hewlett-Packard Company,ProLiant DL145 G2  TM  280,0,false,1752.0,1914.0,2554.0,2046.0,1534.0,1805.0,1932.0,2824.0,2311.0,1425.0,2318.0,1415.0,1696.0,1470.0,801.0,1511.0,http://www.spec.org/cpu2000/results/res2005q4/cpu2000-20051114-05053.html
369,84,2005-09-01,Hewlett-Packard Company,ProLiant DL145 G2  TM  280,0,false,1637.0,1793.0,2522.0,2180.0,1512.0,1399.0,947.0,2724.0,4065.0,1565.0,1807.0,1114.0,1711.0,1458.0,732.0,1410.0,http://www.spec.org/cpu2000/results/res2005q4/cpu2000-20051212-05253.html
370,85,2006-03-01,Hewlett-Packard Company,ProLiant DL145 G2  TM  285,0,false,1988.0,2188.0,2703.0,2561.0,1756.0,2077.0,2098.0,3262.0,2648.0,1675.0,2609.0,1534.0,2051.0,1652.0,872.0,1666.0,http://www.spec.org/cpu2000/results/res2006q1/cpu2000-20060306-05693.html
371,85,2006-03-01,Hewlett-Packard Company,ProLiant DL145 G2  TM  285,0,false,1731.0,1881.0,2670.0,2239.0,1606.0,1456.0,1029.0,2871.0,4301.0,1618.0,1916.0,1191.0,1797.0,1544.0,791.0,1504.0,http://www.spec.org/cpu2000/results/res2006q1/cpu2000-20060306-05700.html
372,106,2006-01-01,Hewlett-Packard Company,ProLiant DL145 G3  TM  2218,0,false,2081.0,2296.0,2771.0,2980.0,1855.0,2221.0,2036.0,3394.0,2810.0,1764.0,2724.0,1531.0,2230.0,1777.0,865.0,1717.0,http://www.spec.org/cpu2000/results/res2006q4/cpu2000-20061120-08167.html
373,106,2006-01-01,Hewlett-Packard Company,ProLiant DL145 G3  TM  2218,0,false,1770.0,1952.0,2745.0,2519.0,1629.0,1490.0,1015.0,2921.0,4480.0,1674.0,2005.0,1148.0,1820.0,1590.0,786.0,1511.0,http://www.spec.org/cpu2000/results/res2006q4/cpu2000-20061120-08168.html
374,119,2007-01-01,Hewlett-Packard Company,ProLiant DL145 G3  TM  2220SE,0,false,2159.0,2387.0,2891.0,2991.0,1934.0,2291.0,2179.0,3530.0,2863.0,1796.0,2823.0,1607.0,2230.0,1855.0,929.0,1805.0,http://www.spec.org/cpu2000/results/res2006q4/cpu2000-20061120-08156.html
375,119,2007-01-01,Hewlett-Packard Company,ProLiant DL145 G3  TM  2220SE,0,false,1838.0,2026.0,2874.0,2511.0,1709.0,1515.0,1095.0,3048.0,4556.0,1709.0,2102.0,1192.0,1842.0,1663.0,845.0,1595.0,http://www.spec.org/cpu2000/results/res2006q4/cpu2000-20061120-08157.html
376,543,2006-03-01,Hewlett-Packard Company,ProLiant DL320 G4,800,false,1741.0,1760.0,2491.0,2618.0,1377.0,1518.0,1310.0,3236.0,4163.0,2286.0,1831.0,1151.0,2049.0,1393.0,599.0,1190.0,http://www.spec.org/cpu2000/results/res2006q2/cpu2000-20060320-05782.html
377,595,2006-09-01,Hewlett-Packard Company,ProLiant DL320 G5,1066,false,2763.0,3044.0,4263.0,2851.0,1797.0,2111.0,2828.0,6221.0,10590.0,2587.0,3142.0,1946.0,2715.0,2081.0,1019.0,1933.0,http://www.spec.org/cpu2000/results/res2006q4/cpu2000-20060918-07408.html
378,595,2006-09-01,Hewlett-Packard Company,ProLiant DL320 G5,1066,false,2739.0,2748.0,4168.0,2880.0,1718.0,2108.0,2605.0,6420.0,9364.0,3552.0,2805.0,1885.0,2709.0,2006.0,1068.0,1799.0,http://www.spec.org/cpu2000/results/res2006q4/cpu2000-20060918-07409.html
379,600,2006-06-01,Hewlett-Packard Company,ProLiant DL360 G5,1066,false,1747.0,1905.0,2828.0,2265.0,1153.0,1498.0,1684.0,3818.0,6363.0,1734.0,1825.0,1207.0,1542.0,1370.0,611.0,1102.0,http://www.spec.org/cpu2000/results/res2006q3/cpu2000-20060724-06802.html
380,617,2007-01-01,Hewlett-Packard Company,ProLiant DL360 G5,1066,false,1906.0,2082.0,2782.0,2195.0,1305.0,1438.0,1972.0,4455.0,7379.0,1756.0,2063.0,1414.0,1652.0,1531.0,715.0,1210.0,http://www.spec.org/cpu2000/results/res2007q1/cpu2000-20070222-08654.html
381,686,2007-01-01,Hewlett-Packard Company,ProLiant DL360 G5,1333,false,2539.0,2775.0,3567.0,2710.0,1778.0,1844.0,2786.0,6335.0,10663.0,2163.0,2780.0,1986.0,2053.0,2028.0,1022.0,1529.0,http://www.spec.org/cpu2000/results/res2007q1/cpu2000-20070219-08617.html
382,605,2006-06-01,Hewlett-Packard Company,ProLiant DL360 G5,1333,false,2792.0,3042.0,4101.0,2893.0,1953.0,2180.0,3096.0,7012.0,11954.0,2268.0,3024.0,2169.0,2119.0,2153.0,1147.0,1718.0,http://www.spec.org/cpu2000/results/res2006q3/cpu2000-20060626-06343.html
383,605,2006-06-01,Hewlett-Packard Company,ProLiant DL360 G5,1333,false,2731.0,2748.0,3798.0,2835.0,1806.0,2118.0,2822.0,7177.0,10531.0,3219.0,2680.0,2031.0,2078.0,2062.0,1201.0,1622.0,http://www.spec.org/cpu2000/results/res2006q3/cpu2000-20060626-06344.html
384,599,2006-06-01,Hewlett-Packard Company,ProLiant DL360 G5,1066,false,2027.0,2116.0,3594.0,2687.0,1833.0,1837.0,1907.0,3414.0,6105.0,2097.0,1712.0,1400.0,1735.0,1748.0,733.0,1372.0,http://www.spec.org/cpu2000/results/res2006q3/cpu2000-20060626-06382.html
385,599,2006-06-01,Hewlett-Packard Company,ProLiant DL360 G5,1066,false,1930.0,1936.0,3525.0,2628.0,1592.0,1781.0,1612.0,3741.0,4496.0,2865.0,1612.0,1149.0,1721.0,1597.0,733.0,1307.0,http://www.spec.org/cpu2000/results/res2006q3/cpu2000-20060626-06383.html
