spec_int1995_id,processor_id,hw_avail,test_sponsor,hw_model,basemean,peakmean,099_go,124_m88ksim,126_gcc,129_compress,130_li,132_ijpeg,134_perl,147_vortex,link
131,151,1995-07-01,Digital NH,AlphaStation 200 4/166,2.31,2.31,3.33,2.27,1.92,2.28,2.27,2.52,2.22,1.9,http://www.spec.org/cpu95/results/res96q3/cpu95-960708-01040.html
132,156,1994-12-01,Digital NH,AlphaStation 200 4/233,3.45,4.28,4.99,4.19,2.85,3.09,2.99,3.75,3.67,2.67,http://www.spec.org/cpu95/results/res9509/p021.html
133,156,1995-07-01,Digital NH,AlphaStation 200 4/233,3.39,3.39,4.79,3.71,2.77,3.06,2.99,3.62,3.87,2.74,http://www.spec.org/cpu95/results/res96q3/cpu95-960708-01060.html
134,157,1995-03-01,Digital NH,AlphaStation 250 4/266,4.25,5.18,6.22,4.85,3.94,4.06,3.53,4.47,4.24,3.28,http://www.spec.org/cpu95/results/res9509/p022.html
135,157,1995-07-01,Digital NH,AlphaStation 250 4/266,4.18,4.18,6.12,4.33,3.8,4.1,3.52,4.28,4.41,3.37,http://www.spec.org/cpu95/results/res96q3/cpu95-960708-01056.html
136,156,1996-03-01,Digital NH,AlphaStation 255/233,3.48,4.27,4.83,4.05,3.15,3.43,2.89,3.8,3.45,2.67,http://www.spec.org/cpu95/results/res96q3/cpu95-960708-01047.html
137,159,1996-03-01,Digital NH,AlphaStation 255/300,4.31,5.23,6.26,5.11,3.82,4.32,3.51,4.76,4.2,3.23,http://www.spec.org/cpu95/results/res96q3/cpu95-960708-01041.html
138,164,1996-03-01,Digital NH,AlphaStation 500/266,6.53,7.93,7.98,6.41,6.11,5.9,6.18,6.09,7.11,6.67,http://www.spec.org/cpu95/results/res96q3/cpu95-960708-01016.html
139,167,1996-03-01,Digital NH,AlphaStation 500/333,8.38,9.82,11.3,8.19,7.49,7.36,7.73,7.56,9.93,8.24,http://www.spec.org/cpu95/results/res96q2/cpu95-960610-00914.html
140,171,1996-06-01,Digital NH,AlphaStation 500/400,9.77,12.3,11.5,9.92,8.63,9.79,8.98,10.7,9.54,9.43,http://www.spec.org/cpu95/results/res96q2/cpu95-960513-00804.html
141,176,1996-10-01,Digital NH,AlphaStation 500/500,12.6,15.0,16.0,12.6,10.7,11.2,10.7,13.9,14.3,12.1,http://www.spec.org/cpu95/results/res96q3/cpu95-960829-01187.html
142,164,1995-07-01,Digital NH,AlphaStation 600 5/266,6.57,7.91,8.55,6.36,6.17,5.92,6.07,6.11,6.98,6.75,http://www.spec.org/cpu95/results/res9509/p023.html
143,164,1995-05-01,Digital NH,AlphaStation 600 5/266,6.32,7.29,6.86,6.43,6.08,5.9,6.0,6.05,6.66,6.62,http://www.spec.org/cpu95/results/res9509/p024.html
144,164,1995-07-01,Digital NH,AlphaStation 600 5/266,6.3,6.3,8.81,6.22,5.51,5.73,5.68,6.08,6.49,6.35,http://www.spec.org/cpu95/results/res96q3/cpu95-960708-01007.html
145,164,1995-07-01,Digital NH,AlphaStation 600 5/266,6.43,6.43,8.6,6.45,5.72,5.93,5.82,6.16,6.58,6.62,http://www.spec.org/cpu95/results/res96q1/cpu95-960205-00228.html
146,166,1995-07-01,Digital NH,AlphaStation 600 5/300,7.33,7.33,10.3,7.17,6.38,6.66,6.57,6.91,7.92,7.39,http://www.spec.org/cpu95/results/res9509/p025.html
147,167,1996-01-01,Digital NH,AlphaStation 600 5/333,8.36,9.78,11.2,8.2,7.54,7.29,7.47,7.63,9.81,8.38,http://www.spec.org/cpu95/results/res96q2/cpu95-960610-00920.html
148,167,1996-01-01,Digital NH,AlphaStation 600 5/333,8.42,9.23,11.4,8.18,7.64,7.38,7.59,7.65,9.85,8.36,http://www.spec.org/cpu95/results/res96q1/cpu95-960205-00220.html
149,150,1992-11-01,Digital NH,DEC 3000 Model 500,2.15,2.15,2.76,2.1,1.98,2.22,2.08,2.34,2.09,1.79,http://www.spec.org/cpu95/results/res9509/p015.html
150,155,1994-07-01,Digital NH,DEC 3000 Model 700,3.66,3.66,5.19,3.76,3.44,3.54,3.11,3.68,3.91,3.03,http://www.spec.org/cpu95/results/res9509/p016.html
151,158,1994-07-01,Digital NH,DEC 3000 Model 900,4.24,4.24,5.99,4.46,3.9,4.2,3.5,4.39,4.38,3.54,http://www.spec.org/cpu95/results/res9509/p017.html
152,171,1998-01-01,Digital NH,DIGITAL Server 3300 6400A,12.3,12.4,12.7,13.9,12.9,10.7,11.2,12.4,13.1,11.6,http://www.spec.org/cpu95/results/res98q2/cpu95-980325-02581.html
153,176,1998-01-01,Digital NH,DIGITAL Server 3305 6500A,14.4,14.7,15.8,14.6,14.9,13.1,13.4,15.1,16.3,12.7,http://www.spec.org/cpu95/results/res98q1/cpu95-980202-02385.html
154,177,1998-01-01,Digital NH,DIGITAL Server 5305 6533A,15.9,16.2,16.9,15.6,16.9,15.0,14.6,16.6,17.5,14.4,http://www.spec.org/cpu95/results/res98q1/cpu95-980202-02389.html
155,177,1998-01-01,Digital NH,DIGITAL Server 7305 6533A,16.8,16.9,17.5,18.6,17.8,15.1,15.1,17.1,17.8,15.9,http://www.spec.org/cpu95/results/res98q2/cpu95-980325-02580.html
156,178,1998-07-01,Digital NH,DIGITAL Server 7310 6600A,19.2,19.3,19.8,20.9,20.6,17.5,17.2,19.2,20.1,18.5,http://www.spec.org/cpu95/results/res98q2/cpu95-980325-02573.html
157,169,1998-04-01,Digital NH,Digital Alpha VME 5/352,9.33,10.7,8.6,9.49,8.47,8.39,8.11,10.7,11.8,9.66,http://www.spec.org/cpu95/results/res98q1/cpu95-980302-02548.html
158,175,1998-04-01,Digital NH,Digital Alpha VME 5/480,12.4,13.6,14.8,13.0,10.3,9.96,10.2,14.2,15.6,12.3,http://www.spec.org/cpu95/results/res98q1/cpu95-980302-02551.html
159,167,1995-10-01,Digital NH,Digital EB164,8.08,8.08,10.8,8.16,6.99,7.41,7.37,7.67,8.54,8.24,http://www.spec.org/cpu95/results/res9512/p023.html
160,177,1997-10-01,Digital NH,AlphaServer 1200 5/533,16.7,16.8,17.2,18.5,17.6,15.0,15.0,16.8,18.0,15.9,http://www.spec.org/cpu95/results/res98q2/cpu95-980428-02746.html
161,177,1997-10-01,Digital NH,AlphaServer 4100 5/533,16.8,16.9,17.5,18.6,17.8,15.1,15.1,17.1,17.8,15.9,http://www.spec.org/cpu95/results/res98q2/cpu95-980428-02740.html
162,171,1997-04-01,Digital NH,AlphaServer 800 5/400,12.3,12.4,12.7,13.9,12.9,10.7,11.2,12.4,13.1,11.6,http://www.spec.org/cpu95/results/res98q2/cpu95-980428-02742.html
163,176,1997-10-01,Digital NH,AlphaServer 800 5/500,14.4,14.7,15.8,14.6,14.9,13.1,13.4,15.1,16.3,12.7,http://www.spec.org/cpu95/results/res98q2/cpu95-980428-02748.html
164,172,1997-01-01,Digital NH,DIGITAL Personal Workstation 433a,12.3,0.0,14.3,10.9,12.3,13.0,11.2,13.3,12.9,10.5,http://www.spec.org/cpu95/results/res97q2/cpu95-970423-01815.html
165,172,1997-05-01,Digital NH,DIGITAL Personal Workstation 433au,12.1,13.9,14.3,11.9,10.7,10.5,10.5,13.2,14.6,11.6,http://www.spec.org/cpu95/results/res97q2/cpu95-970423-01828.html
166,176,1997-04-01,Digital NH,DIGITAL Personal Workstation 500a,13.9,0.0,16.4,12.6,13.8,14.8,12.9,15.3,14.5,11.7,http://www.spec.org/cpu95/results/res97q2/cpu95-970423-01820.html
167,176,1997-05-01,Digital NH,DIGITAL Personal Workstation 500au,13.7,15.7,16.4,13.7,11.5,11.9,11.9,15.3,16.7,13.3,http://www.spec.org/cpu95/results/res97q2/cpu95-970423-01824.html
168,178,1997-08-01,Digital NH,DIGITAL Personal Workstation 600a,16.3,0.0,19.0,15.2,15.9,16.4,15.2,18.1,17.3,13.6,http://www.spec.org/cpu95/results/res97q2/cpu95-970512-01866.html
169,178,1997-08-01,Digital NH,DIGITAL Personal Workstation 600au,16.0,18.4,19.1,16.5,13.6,13.3,13.9,18.2,19.6,15.3,http://www.spec.org/cpu95/results/res97q2/cpu95-970512-01871.html
170,205,1998-12-01,FUJITSU LIMITED,GP7000F Model200 225,11.0,14.0,12.5,8.83,13.5,11.3,10.1,11.2,11.0,10.5,http://www.spec.org/cpu95/results/res99q1/cpu95-19990201-03403.html
171,206,1998-12-01,FUJITSU LIMITED,GP7000F Model200 250,12.5,15.9,14.1,9.79,15.2,12.8,11.1,12.7,12.3,12.7,http://www.spec.org/cpu95/results/res99q1/cpu95-19990201-03399.html
172,207,1999-07-01,FUJITSU LIMITED,GP7000F Model200 275,13.6,17.6,15.3,10.9,16.6,14.0,11.4,13.9,13.7,13.6,http://www.spec.org/cpu95/results/res99q2/cpu95-19990601-03676.html
173,207,1998-12-01,FUJITSU LIMITED,GP7000F Model600 275,13.7,17.6,15.5,10.7,16.7,14.1,11.8,14.2,13.2,14.1,http://www.spec.org/cpu95/results/res99q1/cpu95-19990201-03394.html
174,208,1999-08-01,FUJITSU LIMITED,GP7000F Model600 300,14.7,19.2,15.0,11.9,18.0,15.3,12.8,15.4,14.8,15.3,http://www.spec.org/cpu95/results/res99q2/cpu95-19990601-03679.html
175,550,1997-06-01,Fujitsu,teamserver C760i,9.58,9.58,8.83,9.19,8.95,8.32,10.1,9.53,10.9,11.2,http://www.spec.org/cpu95/results/res97q2/cpu95-970530-01889.html
176,551,1997-06-01,Fujitsu,teamserver C770i,10.8,10.8,10.0,10.5,10.1,8.61,11.5,10.8,12.4,12.6,http://www.spec.org/cpu95/results/res97q2/cpu95-970530-01887.html
177,551,1997-06-01,Fujitsu,teamserver G770i,10.7,10.8,9.94,10.5,10.0,8.74,11.3,10.8,12.4,12.7,http://www.spec.org/cpu95/results/res97q2/cpu95-970530-01881.html
178,588,1996-06-01,ICL,superserver J630i,7.28,7.28,6.95,6.5,6.95,7.4,7.57,7.06,7.47,8.51,http://www.spec.org/cpu95/results/res96q2/cpu95-960429-00748.html
179,590,1996-07-01,ICL,superserver J650i,8.71,8.71,8.54,7.8,8.22,8.21,9.29,8.42,9.11,10.3,http://www.spec.org/cpu95/results/res96q2/cpu95-960529-00821.html
180,572,1999-12-01,Fujitsu Siemens Computers,CELSIUS 650,35.5,35.9,36.9,38.6,33.5,22.6,44.7,32.2,39.1,41.6,http://www.spec.org/cpu95/results/res2000q1/cpu95-19991220-03945.html
181,500,1995-05-01,Intel,Gateway P5-100,3.05,3.05,3.07,3.16,3.09,2.6,3.44,2.3,3.7,3.28,http://www.spec.org/cpu95/results/res9512/p024.html
182,234,1996-11-01,HAL Computer Systems,Fujitsu HALstation 300,6.93,7.51,8.5,5.35,8.08,5.09,6.24,7.43,7.57,8.13,http://www.spec.org/cpu95/results/res97q2/cpu95-970414-01778.html
183,235,1996-11-01,HAL Computer Systems,Fujitsu HALstation 300,7.83,8.51,9.67,6.11,9.14,5.48,7.07,8.47,8.64,9.21,http://www.spec.org/cpu95/results/res97q2/cpu95-970414-01792.html
184,234,1996-11-01,HAL Computer Systems,Fujitsu HALstation 300,6.82,7.43,8.1,5.17,7.97,5.11,6.13,7.62,7.4,7.91,http://www.spec.org/cpu95/results/res96q4/cpu95-961029-01428.html
185,235,1996-11-01,HAL Computer Systems,Fujitsu HALstation 300,7.7,8.39,9.23,5.91,9.01,5.5,6.98,8.7,8.45,8.96,http://www.spec.org/cpu95/results/res96q4/cpu95-961029-01432.html
186,233,1995-10-01,HAL Computer Systems,Fujitsu HALstation 300,4.59,5.08,5.89,3.32,5.49,3.53,3.7,5.6,5.0,5.03,http://www.spec.org/cpu95/results/res96q2/cpu95-960513-00806.html
187,232,1995-10-01,HAL Computer Systems,Fujitsu HALstation 300,3.97,4.41,5.05,2.84,4.68,3.31,3.17,4.79,4.27,4.32,http://www.spec.org/cpu95/results/res96q2/cpu95-960513-00808.html
188,263,1999-05-01,HP Fort Collins; CO,HP 9000 Model B1000,21.6,24.1,23.3,22.9,19.3,21.0,22.5,18.4,19.3,27.4,http://www.spec.org/cpu95/results/res99q3/cpu95-19990816-03767.html
189,266,1999-05-01,HP Fort Collins; CO,HP 9000 Model C3000,28.5,31.8,31.1,30.5,25.4,27.6,30.1,24.1,25.8,35.2,http://www.spec.org/cpu95/results/res99q3/cpu95-19990816-03769.html
190,263,1999-05-01,HP Fort Collins; CO,HP 9000 Model B1000,20.4,22.4,22.4,23.3,18.5,20.3,22.7,18.0,16.5,22.6,http://www.spec.org/cpu95/results/res99q2/cpu95-19990524-03664.html
191,267,2000-01-01,HP Fort Collins,HP 9000 Model B2000,29.0,31.8,31.1,30.3,25.5,27.6,29.6,24.0,26.3,40.3,http://www.spec.org/cpu95/results/res2000q1/cpu95-20000313-04127.html
192,253,1995-11-01,HP Cupertino; CA,HP 9000 Model C100,4.5,4.98,6.17,3.87,4.54,4.05,4.63,3.85,4.45,4.82,http://www.spec.org/cpu95/results/res9512/p026.html
193,253,1995-11-01,HP Cupertino; CA,HP 9000 Model C100,3.67,3.67,6.19,3.17,4.19,3.67,3.59,2.77,3.27,3.36,http://www.spec.org/cpu95/results/res96q4/cpu95-960903-01266.html
194,254,1995-11-01,HP Cupertino; CA,HP 9000 Model C110,5.42,6.0,7.42,4.66,5.47,4.89,5.58,4.64,5.35,5.86,http://www.spec.org/cpu95/results/res9512/p027.html
195,254,1995-11-01,HP Cupertino; CA,HP 9000 Model C110,4.41,4.41,7.45,3.8,5.05,4.42,4.28,3.33,3.91,4.03,http://www.spec.org/cpu95/results/res96q4/cpu95-960903-01262.html
196,258,1996-06-01,HP Cupertino; CA,HP 9000 Model C160,9.45,10.4,10.1,10.4,7.93,9.43,10.1,8.89,9.15,9.85,http://www.spec.org/cpu95/results/res96q2/cpu95-960607-00858.html
197,259,1996-06-01,HP Cupertino; CA,HP 9000 Model C180-XP,10.8,11.8,11.9,11.7,9.37,10.9,11.3,10.0,10.4,10.9,http://www.spec.org/cpu95/results/res96q2/cpu95-960607-00854.html
198,266,1999-05-01,HP Fort Collins; CO,HP 9000 Model C3000,27.4,30.2,30.4,31.6,25.0,27.0,30.8,24.0,22.4,29.2,http://www.spec.org/cpu95/results/res99q2/cpu95-19990524-03666.html
199,271,2000-01-01,HP TCD (Fort Collins),HP 9000 Model C3600,38.4,42.1,42.8,41.7,34.7,37.1,40.8,32.2,35.9,43.2,http://www.spec.org/cpu95/results/res2000q1/cpu95-20000313-04131.html
200,247,1996-01-01,HP Cupertino; CA,HP 9000 Model D200,2.18,2.18,3.37,2.13,2.37,1.73,2.2,1.87,1.89,2.2,http://www.spec.org/cpu95/results/res96q1/cpu95-960205-00381.html
201,243,1995-03-01,HP Cupertino; CA,HP 9000 Model D210,3.54,3.74,4.73,3.47,3.56,3.22,3.62,3.29,3.56,3.08,http://www.spec.org/cpu95/results/res96q4/cpu95-961107-01462.html
202,243,1996-01-01,HP Cupertino; CA,HP 9000 Model D210,2.94,2.94,4.39,2.85,3.14,2.98,2.9,2.49,2.51,2.64,http://www.spec.org/cpu95/results/res96q1/cpu95-960205-00385.html
203,255,1997-03-01,HP Cupertino; CA,HP 9000 Model D220,6.16,6.57,8.23,5.55,6.05,5.58,6.32,5.08,6.49,6.46,http://www.spec.org/cpu95/results/res96q4/cpu95-961107-01444.html
204,256,1997-03-01,HP Cupertino; CA,HP 9000 Model D230,7.32,7.87,9.76,6.78,7.19,6.25,7.45,6.12,7.86,7.7,http://www.spec.org/cpu95/results/res96q4/cpu95-961107-01452.html
205,253,1995-03-01,HP Cupertino; CA,HP 9000 Model D250,4.52,5.01,6.19,3.89,4.56,4.09,4.69,3.88,4.48,4.79,http://www.spec.org/cpu95/results/res96q4/cpu95-961015-01402.html
206,253,1996-01-01,HP Cupertino; CA,HP 9000 Model D250,3.61,3.61,6.1,3.21,4.08,3.71,3.58,2.76,3.07,3.19,http://www.spec.org/cpu95/results/res96q1/cpu95-960205-00450.html
207,258,1996-12-01,HP Cupertino; CA,HP 9000 Model D270,9.43,10.4,10.2,10.2,7.94,9.6,10.4,9.04,9.57,8.87,http://www.spec.org/cpu95/results/res96q4/cpu95-961015-01382.html
208,243,1995-03-01,HP Cupertino; CA,HP 9000 Model D310,3.54,3.74,4.73,3.47,3.56,3.22,3.62,3.29,3.56,3.08,http://www.spec.org/cpu95/results/res96q4/cpu95-961107-01440.html
209,243,1996-01-01,HP Cupertino; CA,HP 9000 Model D310,2.94,2.94,4.39,2.85,3.14,2.98,2.9,2.49,2.51,2.64,http://www.spec.org/cpu95/results/res96q1/cpu95-960205-00389.html
210,255,1997-03-01,HP Cupertino; CA,HP 9000 Model D320,6.16,6.57,8.23,5.55,6.05,5.58,6.32,5.08,6.49,6.46,http://www.spec.org/cpu95/results/res96q4/cpu95-961107-01448.html
211,256,1997-03-01,HP Cupertino; CA,HP 9000 Model D330,7.32,7.87,9.76,6.78,7.19,6.25,7.45,6.12,7.86,7.7,http://www.spec.org/cpu95/results/res96q4/cpu95-961107-01456.html
212,253,1995-03-01,HP Cupertino; CA,HP 9000 Model D350,4.52,5.01,6.19,3.89,4.56,4.09,4.69,3.88,4.48,4.79,http://www.spec.org/cpu95/results/res96q4/cpu95-961015-01400.html
213,253,1996-01-01,HP Cupertino; CA,HP 9000 Model D350,3.61,3.61,6.1,3.21,4.08,3.71,3.58,2.76,3.07,3.19,http://www.spec.org/cpu95/results/res96q1/cpu95-960205-00455.html
214,258,1996-12-01,HP Cupertino; CA,HP 9000 Model D370,9.43,10.4,10.2,10.2,7.94,9.6,10.4,9.04,9.57,8.87,http://www.spec.org/cpu95/results/res96q4/cpu95-961014-01369.html
215,259,1997-09-01,HP Cupertino; CA,HP 9000 Model D380 1-CPU,11.4,12.3,11.9,13.0,9.48,10.8,12.1,10.3,11.2,12.7,http://www.spec.org/cpu95/results/res97q3/cpu95-970908-02115.html
216,253,1995-08-01,Hewlett-Packard,HP 9000 Model J200,4.5,4.98,6.18,3.87,4.56,4.06,4.65,3.86,4.45,4.73,http://www.spec.org/cpu95/results/res96q4/cpu95-960903-01258.html
217,253,1995-08-01,HP Cupertino; CA,HP 9000 Model J200,3.64,3.64,6.15,3.17,4.18,3.6,3.55,2.77,3.24,3.26,http://www.spec.org/cpu95/results/res9509/p029.html
218,254,1995-08-01,Hewlett-Packard,HP 9000 Model J210,5.42,6.0,7.44,4.65,5.48,4.89,5.59,4.64,5.35,5.82,http://www.spec.org/cpu95/results/res96q4/cpu95-960903-01253.html
219,254,1995-08-01,HP Cupertino; CA,HP 9000 Model J210,4.37,4.37,7.4,3.8,5.01,4.34,4.28,3.33,3.9,3.94,http://www.spec.org/cpu95/results/res9509/p030.html
220,254,1996-03-01,Hewlett-Packard,HP 9000 Model J210XC,5.76,6.4,7.87,4.66,5.95,6.17,5.78,4.65,5.37,6.24,http://www.spec.org/cpu95/results/res96q4/cpu95-960903-01250.html
221,254,1996-03-01,HP Cupertino; CA,HP 9000 Model J210XC,4.64,4.64,7.45,3.59,5.36,5.27,4.48,3.32,4.04,4.75,http://www.spec.org/cpu95/results/res96q2/cpu95-960409-00639.html
222,261,1998-03-01,HP Fort Collins; CO,HP 9000 Model J2240,16.2,17.4,17.4,18.0,14.3,16.1,17.1,13.4,16.2,18.0,http://www.spec.org/cpu95/results/res98q1/cpu95-980105-02335.html
223,259,1996-06-01,HP Cupertino; CA,HP 9000 Model J280,11.4,12.3,12.0,13.0,9.54,10.7,12.3,10.3,11.1,12.8,http://www.spec.org/cpu95/results/res97q3/cpu95-970829-02104.html
224,271,2000-01-01,HP TCD (Fort Collins CO),HP 9000 Model J5600,38.7,42.6,43.0,41.8,35.1,38.2,41.1,32.4,36.2,43.7,http://www.spec.org/cpu95/results/res2000q1/cpu95-20000313-04133.html
225,260,1997-07-01,HP Cupertino; CA,HP 9000 Model K370 1-CPU,13.7,14.6,14.6,15.1,12.0,13.5,14.5,11.2,13.6,15.5,http://www.spec.org/cpu95/results/res97q3/cpu95-970618-01942.html
226,253,1995-03-01,HP Cupertino; CA,HP 9000 Model K400,4.49,4.92,6.13,3.86,4.51,4.03,4.61,3.84,4.43,4.86,http://www.spec.org/cpu95/results/res9509/p031.html
227,253,1995-03-01,HP Cupertino; CA,HP 9000 Model K400,3.58,3.58,6.06,3.18,4.05,3.69,3.53,2.73,3.06,3.13,http://www.spec.org/cpu95/results/res96q3/cpu95-960829-01189.html
228,254,1996-01-01,HP Cupertino; CA,HP 9000 Model K410,5.37,5.93,7.31,4.62,5.47,4.82,5.51,4.59,5.3,5.8,http://www.spec.org/cpu95/results/res9512/p028.html
229,254,1996-01-01,HP Cupertino; CA,HP 9000 Model K410,4.41,4.41,7.3,3.83,4.91,4.44,4.28,3.29,3.8,4.37,http://www.spec.org/cpu95/results/res96q3/cpu95-960829-01208.html
230,254,1996-02-01,HP Cupertino; CA,HP 9000 Model K420,5.78,6.41,7.85,4.65,5.95,6.17,5.75,4.64,5.36,6.46,http://www.spec.org/cpu95/results/res96q3/cpu95-960829-01203.html
231,254,1996-02-01,HP Cupertino; CA,HP 9000 Model K420,4.61,4.61,7.66,3.84,5.31,5.51,4.33,3.31,3.87,4.27,http://www.spec.org/cpu95/results/res96q1/cpu95-960205-00210.html
232,258,1996-09-01,HP Cupertino; CA,HP 9000 Model K450,9.7,10.7,10.5,10.2,8.37,9.9,10.4,9.09,9.53,9.8,http://www.spec.org/cpu95/results/res96q3/cpu95-960829-01222.html
233,259,1996-09-01,HP Cupertino; CA,HP 9000 Model K460,10.8,11.8,11.8,11.6,9.33,10.6,11.4,9.97,10.4,11.5,http://www.spec.org/cpu95/results/res96q3/cpu95-960829-01227.html
234,259,1996-06-01,HP Cupertino; CA,HP 9000 Model K460EG,10.8,11.8,11.8,11.6,9.33,10.6,11.4,9.97,10.4,11.5,http://www.spec.org/cpu95/results/res96q2/cpu95-960530-00827.html
235,260,1997-07-01,HP Cupertino; CA,HP 9000 Model K570 1-CPU,13.7,14.6,14.6,15.1,12.0,13.5,14.5,11.2,13.6,15.5,http://www.spec.org/cpu95/results/res97q3/cpu95-970617-01932.html
236,262,1997-11-01,HP Cupertino; CA,HP 9000 Model K580 1-CPU,16.4,17.4,17.3,17.5,14.8,16.2,16.4,14.1,14.0,22.0,http://www.spec.org/cpu95/results/res98q1/cpu95-980213-02432.html
237,267,1999-11-01,HP Richardson; TX,HP 9000 Model L2000,30.5,33.7,33.9,33.2,26.0,28.9,32.9,24.7,27.7,39.1,http://www.spec.org/cpu95/results/res99q4/cpu95-19990927-03869.html
238,271,2000-04-01,HP Richardson; TX,HP 9000 Model N4000,37.3,41.4,42.7,41.8,33.4,35.8,41.5,30.5,34.7,40.4,http://www.spec.org/cpu95/results/res2000q1/cpu95-20000228-04082.html
239,264,1999-08-01,HP Richardson; TX,HP 9000 Model N4000,25.5,28.2,27.8,27.3,22.2,24.3,27.0,20.8,22.8,34.3,http://www.spec.org/cpu95/results/res99q2/cpu95-19990510-03602.html
240,267,1999-08-01,HP Richardson; TX,HP 9000 Model N4000,30.8,34.0,34.0,33.3,26.7,29.1,33.0,24.9,27.7,40.0,http://www.spec.org/cpu95/results/res99q2/cpu95-19990426-03536.html
241,250,1995-03-01,HP Cupertino; CA,HP 9000 Model T520,4.89,5.24,7.11,4.46,4.95,4.95,5.1,3.13,4.94,5.32,http://www.spec.org/cpu95/results/res96q3/cpu95-960829-01214.html
242,259,1997-06-01,HP Cupertino; CA,HP 9000 Model T600 1-CPU,10.6,11.8,11.7,11.2,9.07,9.95,11.2,9.81,10.4,11.7,http://www.spec.org/cpu95/results/res97q2/cpu95-970609-01925.html
243,260,1997-09-01,HP Cupertino; CA,HP 9000 Model V2200 1-CPU,12.6,13.8,13.3,13.5,11.1,12.7,12.9,10.8,10.8,16.5,http://www.spec.org/cpu95/results/res98q1/cpu95-980130-02372.html
244,243,1994-01-01,HP Cupertino; CA,HP 9000 Series 700 Model 712/100,3.52,3.76,4.87,3.52,3.58,2.78,3.66,3.31,3.74,3.03,http://www.spec.org/cpu95/results/res96q4/cpu95-960904-01282.html
245,245,1994-01-01,HP Cupertino; CA,HP 9000 Series 700 Model 712/60,1.83,2.08,2.18,1.45,1.78,1.84,2.13,1.84,1.74,1.79,http://www.spec.org/cpu95/results/res96q4/cpu95-960904-01271.html
246,245,1994-01-01,HP Cupertino; CA,HP 9000 Series 700 Model 712/60,1.62,1.62,2.1,1.53,1.61,1.67,1.69,1.49,1.38,1.57,http://www.spec.org/cpu95/results/res96q1/cpu95-960131-00127.html
247,248,1994-01-01,HP Cupertino; CA,HP 9000 Series 700 Model 712/80,2.96,3.12,3.98,2.82,2.95,2.73,3.05,2.69,3.02,2.65,http://www.spec.org/cpu95/results/res96q4/cpu95-960904-01278.html
248,248,1994-01-01,HP Cupertino; CA,HP 9000 Series 700 Model 712/80,2.45,2.45,3.74,2.11,2.66,2.42,2.51,2.07,2.25,2.21,http://www.spec.org/cpu95/results/res96q1/cpu95-960131-00124.html
249,243,1994-05-01,HP Cupertino; CA,HP 9000 Series 700 Model 715/100,2.89,2.89,4.19,2.87,3.24,2.72,2.9,2.5,2.7,2.37,http://www.spec.org/cpu95/results/res9509/p026.html
250,243,1995-06-01,HP Cupertino; CA,HP 9000 Series 700 Model 715/100XC,4.18,4.55,5.54,3.57,4.09,4.53,4.3,3.41,3.91,4.44,http://www.spec.org/cpu95/results/res9512/p025.html
251,243,1995-06-01,HP Cupertino; CA,HP 9000 Series 700 Model 715/100XC,3.33,3.33,5.36,2.9,3.69,3.1,3.29,2.56,2.91,3.45,http://www.spec.org/cpu95/results/res96q4/cpu95-960904-01285.html
252,237,1991-03-01,HP Cupertino; CA,HP 9000 Series 700 Model 720/50,1.57,1.57,2.39,1.3,1.79,1.65,1.57,1.14,1.39,1.57,http://www.spec.org/cpu95/results/res96q1/cpu95-960131-00128.html
253,251,1992-12-01,HP Cupertino; CA,HP 9000 Series 700 Model 735/125,4.04,4.04,6.87,3.41,4.62,3.94,4.12,2.78,3.53,4.1,http://www.spec.org/cpu95/results/res9509/p028.html
254,238,1992-12-01,HP Cupertino; CA,HP 9000 Series 700 Model 735/99,3.27,3.27,5.49,2.7,3.74,3.27,3.29,2.22,2.88,3.42,http://www.spec.org/cpu95/results/res9509/p027.html
255,265,1998-12-01,HP Richardson; TX,HP 9000/785 Model C360,24.4,26.0,27.6,27.9,20.6,22.5,27.7,19.0,25.5,26.4,http://www.spec.org/cpu95/results/res98q4/cpu95-981204-03211.html
256,255,1996-09-01,HP Cupertino; CA,HP Visualize B132L,5.62,5.91,7.44,5.58,5.46,4.2,5.78,4.73,6.61,5.77,http://www.spec.org/cpu95/results/res96q4/cpu95-960912-01292.html
257,255,1996-09-01,HP Cupertino; CA,HP Visualize B132L,6.09,6.45,8.14,5.63,5.96,5.25,6.27,4.82,6.68,6.55,http://www.spec.org/cpu95/results/res96q4/cpu95-960912-01296.html
258,256,1996-09-01,HP Cupertino; CA,HP Visualize B160L,7.32,7.75,9.8,6.82,7.16,6.24,7.43,5.81,8.08,7.91,http://www.spec.org/cpu95/results/res96q4/cpu95-960912-01300.html
259,256,1996-09-01,HP Cupertino; CA,HP Visualize C160L,7.32,7.75,9.87,6.82,7.14,6.23,7.44,5.82,8.08,7.84,http://www.spec.org/cpu95/results/res96q4/cpu95-960912-01289.html
260,255,1997-09-01,HP Cupertino; CA,HP Visualize Model B132L+,6.37,6.84,8.32,6.1,6.19,5.52,6.43,5.13,6.79,7.0,http://www.spec.org/cpu95/results/res97q3/cpu95-970829-02097.html
261,257,1997-06-01,HP Cupertino; CA,HP Visualize Model B180L,8.61,9.22,11.3,8.32,8.37,7.34,8.59,6.95,9.23,9.48,http://www.spec.org/cpu95/results/res97q3/cpu95-970829-02091.html
