spec_int2000_id,processor_id,hw_avail,test_sponsor,hw_model,bus,sw_auto_parallel,basemean,peakmean,164_gzip,175_vpr,176_gcc,181_mcf,186_crafty,197_parser,252_eon,253_perlbmk,254_gap,255_vortex,256_bzip2,300_twolf,link
94,119,2006-09-01,Advanced Micro Devices,Tyan Thunder K9QE  S4985 TM  2220SE,,false,1749.0,1960.0,1710.0,1353.0,1966.0,795.0,2489.0,1312.0,2892.0,1890.0,1908.0,2784.0,1580.0,1514.0,http://www.spec.org/cpu2000/results/res2006q3/cpu2000-20060721-06588.html
95,191,2000-10-01,Alpha Processor; Inc.,,,false,434.0,456.0,343.0,377.0,454.0,393.0,550.0,301.0,567.0,440.0,325.0,585.0,486.0,511.0,http://www.spec.org/cpu2000/results/res2000q3/cpu2000-20000630-00151.html
96,192,2000-10-01,Alpha Processor; Inc.,,,false,511.0,533.0,411.0,440.0,613.0,485.0,636.0,356.0,635.0,506.0,369.0,677.0,532.0,618.0,http://www.spec.org/cpu2000/results/res2000q3/cpu2000-20000630-00152.html
97,523,2006-05-01,Banha for Electronic Induste,Challenger,,false,1709.0,1755.0,1192.0,1204.0,2086.0,1907.0,1339.0,1485.0,2266.0,1896.0,1962.0,2801.0,1275.0,1814.0,http://www.spec.org/cpu2000/results/res2006q2/cpu2000-20060521-06009.html
98,296,2006-02-01,Bull,Escala PL1650R+   1 CPU,,false,1740.0,1764.0,1009.0,1554.0,1992.0,3664.0,1391.0,1528.0,1873.0,1236.0,1565.0,2823.0,1613.0,1925.0,http://www.spec.org/cpu2000/results/res2007q1/cpu2000-20070215-08567.html
99,295,2006-02-01,Bull,Escala PL250R+   1 CPU,,false,1663.0,1699.0,962.0,1489.0,1903.0,3498.0,1327.0,1462.0,1788.0,1182.0,1480.0,2704.0,1553.0,1839.0,http://www.spec.org/cpu2000/results/res2007q1/cpu2000-20070219-08601.html
100,295,2006-02-01,Bull,Escala PL450R+   1 CPU,,false,1664.0,1737.0,961.0,1493.0,1903.0,3524.0,1329.0,1463.0,1790.0,1180.0,1479.0,2709.0,1547.0,1838.0,http://www.spec.org/cpu2000/results/res2007q1/cpu2000-20070205-08418.html
101,606,2006-03-01,Bull,Express5800-140He,,false,1092.0,1094.0,877.0,633.0,1352.0,788.0,967.0,966.0,1677.0,1504.0,1299.0,1853.0,699.0,1230.0,http://www.spec.org/cpu2000/results/res2006q2/cpu2000-20060515-05976.html
102,606,2006-03-01,Bull,Express5800-140Rd4,,false,1092.0,1094.0,877.0,633.0,1352.0,788.0,967.0,966.0,1677.0,1504.0,1299.0,1853.0,699.0,1230.0,http://www.spec.org/cpu2000/results/res2006q2/cpu2000-20060515-05975.html
103,480,2006-10-01,Bull,NovaScale 3045   Itanium2 9050,,false,1335.0,1335.0,1036.0,1086.0,1644.0,2743.0,1291.0,592.0,2131.0,1301.0,868.0,2145.0,1152.0,1392.0,http://www.spec.org/cpu2000/results/res2006q4/cpu2000-20061016-07556.html
104,489,2003-09-01,Bull,NovaScale 4040,,false,1093.0,1107.0,904.0,937.0,1273.0,1215.0,1134.0,900.0,1340.0,1039.0,734.0,1738.0,1076.0,1140.0,http://www.spec.org/cpu2000/results/res2003q3/cpu2000-20030711-02384.html
105,489,2003-09-01,Bull,NovaScale 4040,,false,1217.0,1232.0,915.0,1010.0,1308.0,1798.0,1200.0,930.0,1506.0,1186.0,796.0,1921.0,1168.0,1365.0,http://www.spec.org/cpu2000/results/res2003q4/cpu2000-20031117-02620.html
106,491,2004-11-01,Bull,NovaScale 4040,,false,1445.0,1457.0,1052.0,1190.0,1590.0,2816.0,1271.0,1103.0,1973.0,1337.0,919.0,2229.0,1288.0,1513.0,http://www.spec.org/cpu2000/results/res2004q4/cpu2000-20041110-03563.html
107,485,2003-04-01,Bull,NovaScale 4040,,false,711.0,719.0,623.0,613.0,872.0,596.0,762.0,565.0,866.0,690.0,559.0,1112.0,683.0,768.0,http://www.spec.org/cpu2000/results/res2003q1/cpu2000-20030310-01973.html
108,600,2006-12-01,Bull,NovaScale B260,,false,1683.0,1685.0,995.0,1239.0,1893.0,2747.0,1459.0,1328.0,2084.0,1927.0,1613.0,2790.0,1235.0,1858.0,http://www.spec.org/cpu2000/results/res2007q1/cpu2000-20070108-08323.html
109,602,2006-12-01,Bull,NovaScale B260,,false,2098.0,2101.0,1242.0,1538.0,2366.0,3376.0,1825.0,1657.0,2601.0,2418.0,2003.0,3476.0,1538.0,2335.0,http://www.spec.org/cpu2000/results/res2007q1/cpu2000-20070119-08340.html
110,604,2006-12-01,Bull,NovaScale B260,,false,2692.0,2696.0,1646.0,1966.0,2719.0,3866.0,2434.0,2187.0,3477.0,3223.0,2557.0,4459.0,2007.0,3115.0,http://www.spec.org/cpu2000/results/res2007q1/cpu2000-20070119-08344.html
111,617,2007-01-01,Bull,NovaScale B260,,false,1922.0,1925.0,1155.0,1415.0,2011.0,2904.0,1703.0,1542.0,2431.0,2246.0,1858.0,3215.0,1428.0,2177.0,http://www.spec.org/cpu2000/results/res2007q1/cpu2000-20070202-08413.html
112,618,2007-01-01,Bull,NovaScale B260,,false,2101.0,2105.0,1242.0,1553.0,2393.0,3282.0,1823.0,1664.0,2602.0,2402.0,2038.0,3526.0,1550.0,2318.0,http://www.spec.org/cpu2000/results/res2007q1/cpu2000-20070221-08632.html
113,600,2007-01-01,Bull,NovaScale B280,,false,1687.0,1690.0,996.0,1246.0,1920.0,2640.0,1459.0,1331.0,2082.0,1926.0,1657.0,2825.0,1240.0,1868.0,http://www.spec.org/cpu2000/results/res2007q1/cpu2000-20070119-08336.html
114,602,2007-01-01,Bull,NovaScale B280,,false,2101.0,2103.0,1246.0,1548.0,2380.0,3247.0,1825.0,1663.0,2601.0,2401.0,2065.0,3505.0,1548.0,2336.0,http://www.spec.org/cpu2000/results/res2007q1/cpu2000-20070119-08332.html
115,604,2007-01-01,Bull,NovaScale B280,,false,2693.0,2698.0,1650.0,1964.0,2763.0,3844.0,2432.0,2184.0,3471.0,3190.0,2598.0,4438.0,2006.0,3112.0,http://www.spec.org/cpu2000/results/res2007q1/cpu2000-20070202-08409.html
116,617,2007-01-01,Bull,NovaScale B280,,false,1931.0,1934.0,1160.0,1422.0,2051.0,2914.0,1703.0,1544.0,2430.0,2246.0,1889.0,3215.0,1432.0,2177.0,http://www.spec.org/cpu2000/results/res2007q1/cpu2000-20070212-08491.html
117,618,2007-01-01,Bull,NovaScale B280,,false,2103.0,2107.0,1242.0,1553.0,2393.0,3274.0,1823.0,1661.0,2599.0,2408.0,2060.0,3519.0,1549.0,2330.0,http://www.spec.org/cpu2000/results/res2007q1/cpu2000-20070220-08624.html
118,600,2006-11-01,Bull,NovaScale R440,,false,1695.0,1698.0,989.0,1260.0,1910.0,2725.0,1455.0,1333.0,2064.0,1950.0,1670.0,2867.0,1248.0,1857.0,http://www.spec.org/cpu2000/results/res2006q4/cpu2000-20061113-07876.html
119,602,2006-11-01,Bull,NovaScale R440,,false,2073.0,2076.0,1237.0,1521.0,2224.0,3132.0,1818.0,1652.0,2583.0,2434.0,2051.0,3460.0,1535.0,2333.0,http://www.spec.org/cpu2000/results/res2006q4/cpu2000-20061110-07868.html
120,605,2006-11-01,Bull,NovaScale R440,,false,2951.0,2956.0,1832.0,2115.0,3016.0,3920.0,2728.0,2427.0,3864.0,3568.0,2832.0,4791.0,2210.0,3483.0,http://www.spec.org/cpu2000/results/res2006q4/cpu2000-20061110-07872.html
121,600,2006-11-01,Bull,NovaScale R460,,false,1694.0,1697.0,989.0,1260.0,1908.0,2722.0,1454.0,1333.0,2065.0,1951.0,1667.0,2860.0,1248.0,1857.0,http://www.spec.org/cpu2000/results/res2006q4/cpu2000-20061120-08141.html
122,602,2006-11-01,Bull,NovaScale R460,,false,2072.0,2075.0,1237.0,1522.0,2222.0,3132.0,1819.0,1653.0,2584.0,2426.0,2049.0,3450.0,1536.0,2334.0,http://www.spec.org/cpu2000/results/res2006q4/cpu2000-20061120-08145.html
123,605,2006-10-01,Bull,NovaScale R460,,false,2949.0,2953.0,1846.0,2101.0,3024.0,3863.0,2731.0,2421.0,3882.0,3596.0,2819.0,4746.0,2201.0,3506.0,http://www.spec.org/cpu2000/results/res2006q4/cpu2000-20061030-07805.html
124,598,2006-08-01,Bull,NovaScale T840,,false,1417.0,1419.0,1020.0,937.0,1715.0,1403.0,1124.0,1216.0,2037.0,1754.0,1572.0,2386.0,1002.0,1558.0,http://www.spec.org/cpu2000/results/res2006q3/cpu2000-20060829-07152.html
125,605,2006-07-01,Bull,NovaScale T840,,false,2959.0,2965.0,1830.0,2122.0,2993.0,3967.0,2729.0,2420.0,3902.0,3644.0,2800.0,4816.0,2202.0,3499.0,http://www.spec.org/cpu2000/results/res2007q1/cpu2000-20070215-08561.html
126,177,1997-10-01,Compaq Computer Corporation,AlphaServer 4100 5/533,,false,176.0,0.0,154.0,184.0,166.0,154.0,190.0,138.0,193.0,188.0,142.0,226.0,189.0,214.0,http://www.spec.org/cpu2000/results/res1999q4/cpu2000-19991130-00015.html
127,187,2000-10-01,Compaq Computer Corporation,AlphaServer DS10 6/600,,false,345.0,364.0,296.0,305.0,370.0,216.0,456.0,231.0,469.0,367.0,283.0,477.0,364.0,442.0,http://www.spec.org/cpu2000/results/res2000q3/cpu2000-20000630-00134.html
128,184,1998-12-01,Compaq Computer Corporation,AlphaServer DS20 Model 6/500,,false,300.0,313.0,237.0,266.0,337.0,238.0,369.0,206.0,365.0,312.0,251.0,400.0,328.0,371.0,http://www.spec.org/cpu2000/results/res1999q4/cpu2000-19991130-00011.html
129,188,2000-03-01,Compaq Computer Corporation,AlphaServer DS20E Model 6/667,,false,424.0,444.0,321.0,368.0,496.0,432.0,500.0,292.0,515.0,427.0,318.0,552.0,457.0,515.0,http://www.spec.org/cpu2000/results/res1999q4/cpu2000-19991130-00013.html
130,188,2000-03-01,Compaq Computer Corporation,AlphaServer DS20E Model 6/667,,false,425.0,455.0,321.0,363.0,484.0,408.0,547.0,291.0,535.0,417.0,312.0,563.0,451.0,541.0,http://www.spec.org/cpu2000/results/res2001q3/cpu2000-20010827-00846.html
131,193,2001-06-01,Compaq Computer Corporation,AlphaServer DS20E Model 68/833,,false,497.0,571.0,391.0,448.0,597.0,481.0,687.0,362.0,670.0,289.0,372.0,683.0,544.0,679.0,http://www.spec.org/cpu2000/results/res2001q2/cpu2000-20010604-00683.html
132,193,2002-03-01,Compaq Computer Corporation,AlphaServer DS20L Model 68/833,,false,483.0,537.0,399.0,412.0,544.0,295.0,692.0,325.0,672.0,502.0,355.0,652.0,517.0,678.0,http://www.spec.org/cpu2000/results/res2002q2/cpu2000-20020415-01300.html
133,184,1999-04-01,Compaq Computer Corporation,AlphaServer ES40 Model 6/500,,false,299.0,311.0,241.0,268.0,339.0,225.0,375.0,204.0,372.0,305.0,249.0,403.0,325.0,365.0,http://www.spec.org/cpu2000/results/res2000q4/cpu2000-20001106-00295.html
134,188,2000-02-01,Compaq Computer Corporation,AlphaServer ES40 Model 6/667,,false,413.0,433.0,320.0,357.0,492.0,404.0,482.0,291.0,478.0,423.0,303.0,537.0,450.0,515.0,http://www.spec.org/cpu2000/results/res1999q4/cpu2000-19991130-00007.html
135,193,2001-01-01,Compaq Computer Corporation,AlphaServer ES40 Model 6/833,,false,518.0,544.0,392.0,452.0,617.0,441.0,694.0,360.0,645.0,526.0,365.0,673.0,560.0,658.0,http://www.spec.org/cpu2000/results/res2000q4/cpu2000-20001023-00277.html
136,193,2001-01-01,Compaq Computer Corporation,AlphaServer ES40 Model 6/833,,false,515.0,565.0,391.0,444.0,590.0,438.0,686.0,358.0,662.0,525.0,353.0,699.0,537.0,681.0,http://www.spec.org/cpu2000/results/res2001q3/cpu2000-20010618-00714.html
137,194,2001-10-01,Compaq Computer Corporation,AlphaServer ES45 Model 68/1000,,false,621.0,679.0,463.0,534.0,693.0,550.0,816.0,418.0,799.0,635.0,454.0,844.0,656.0,795.0,http://www.spec.org/cpu2000/results/res2001q4/cpu2000-20011022-01046.html
138,195,2001-06-01,Compaq Computer Corporation,AlphaServer GS160 Model 16 68/1001,,false,561.0,621.0,466.0,482.0,636.0,374.0,803.0,405.0,798.0,605.0,309.0,752.0,606.0,821.0,http://www.spec.org/cpu2000/results/res2001q3/cpu2000-20010618-00702.html
139,190,2000-06-01,Compaq Computer Corporation,AlphaServer GS160 Model 6/731,,false,352.0,397.0,305.0,315.0,412.0,165.0,548.0,242.0,549.0,378.0,243.0,414.0,384.0,531.0,http://www.spec.org/cpu2000/results/res2000q2/cpu2000-20000511-00103.html
140,195,2001-06-01,Compaq Computer Corporation,AlphaServer GS320 Model 32 68/1001,,false,561.0,621.0,466.0,482.0,636.0,374.0,803.0,405.0,798.0,605.0,309.0,752.0,606.0,821.0,http://www.spec.org/cpu2000/results/res2001q3/cpu2000-20010618-00703.html
141,190,2000-06-01,Compaq Computer Corporation,AlphaServer GS320 Model 6/731,,false,352.0,397.0,305.0,315.0,412.0,165.0,548.0,242.0,549.0,378.0,243.0,414.0,384.0,531.0,http://www.spec.org/cpu2000/results/res2000q3/cpu2000-20000629-00130.html
142,190,2000-12-01,Compaq Computer Corporation,AlphaServer GS80 Model 6/731,,false,352.0,397.0,305.0,315.0,412.0,165.0,548.0,242.0,549.0,378.0,243.0,414.0,384.0,531.0,http://www.spec.org/cpu2000/results/res2000q4/cpu2000-20001204-00415.html
143,195,2001-06-01,Compaq Computer Corporation,AlphaServer GS80 Model 8 68/1001,,false,561.0,621.0,466.0,482.0,636.0,374.0,803.0,405.0,798.0,605.0,309.0,752.0,606.0,821.0,http://www.spec.org/cpu2000/results/res2001q3/cpu2000-20010618-00704.html
144,176,1996-10-01,Compaq Computer Corporation,AlphaStation 500/500,,false,163.0,0.0,141.0,175.0,135.0,167.0,170.0,130.0,190.0,174.0,125.0,207.0,179.0,189.0,http://www.spec.org/cpu2000/results/res1999q4/cpu2000-19991130-00005.html
145,188,1999-08-01,Compaq Computer Corporation,AlphaStation XP1000 Model 6/667,,false,380.0,403.0,299.0,335.0,395.0,251.0,539.0,261.0,505.0,397.0,307.0,512.0,428.0,483.0,http://www.spec.org/cpu2000/results/res2001q1/cpu2000-20010309-00518.html
146,176,1997-05-01,Compaq Computer Corporation,DIGITAL Personal Workstation 500au,,false,161.0,0.0,144.0,167.0,146.0,123.0,179.0,124.0,194.0,171.0,132.0,203.0,171.0,201.0,http://www.spec.org/cpu2000/results/res1999q4/cpu2000-19991130-00009.html
147,487,2003-09-01,Dell,Dell PowerEdge 3250   Itanium2,,false,824.0,824.0,860.0,645.0,1022.0,472.0,1061.0,620.0,1246.0,903.0,683.0,1265.0,727.0,790.0,http://www.spec.org/cpu2000/results/res2003q3/cpu2000-20030905-02458.html
148,487,2004-04-01,Dell,Dell PowerEdge 3250   Itanium2,,false,1022.0,1022.0,874.0,826.0,1146.0,967.0,1117.0,837.0,1345.0,925.0,790.0,1489.0,998.0,1187.0,http://www.spec.org/cpu2000/results/res2004q2/cpu2000-20040329-02938.html
149,489,2003-07-01,Dell,Dell PowerEdge 3250   Itanium2,,false,1099.0,1099.0,902.0,941.0,1342.0,1214.0,1158.0,897.0,1320.0,1049.0,731.0,1755.0,1068.0,1138.0,http://www.spec.org/cpu2000/results/res2003q3/cpu2000-20030701-02367.html
150,491,2004-11-01,Dell,Dell PowerEdge 7250,,false,1403.0,0.0,1062.0,1101.0,1575.0,2693.0,1265.0,1112.0,2079.0,1238.0,925.0,2031.0,1237.0,1386.0,http://www.spec.org/cpu2000/results/res2004q4/cpu2000-20041101-03468.html
151,563,2002-01-01,Dell,PowerEdge 1500SC,,false,611.0,623.0,736.0,473.0,672.0,320.0,681.0,515.0,832.0,761.0,528.0,1010.0,508.0,596.0,http://www.spec.org/cpu2000/results/res2002q1/cpu2000-20020115-01207.html
152,564,2002-01-01,Dell,PowerEdge 1500SC,,false,648.0,664.0,768.0,494.0,714.0,321.0,750.0,544.0,918.0,831.0,554.0,1089.0,535.0,626.0,http://www.spec.org/cpu2000/results/res2002q1/cpu2000-20020102-01165.html
153,561,2001-08-01,Dell,PowerEdge 2550,,false,561.0,568.0,656.0,451.0,618.0,309.0,603.0,454.0,708.0,707.0,498.0,924.0,476.0,568.0,http://www.spec.org/cpu2000/results/res2002q1/cpu2000-20020102-01160.html
154,542,2007-01-01,Dell,PowerEdge 840,,false,1518.0,0.0,1034.0,1041.0,1829.0,1844.0,1126.0,1271.0,2041.0,1837.0,1716.0,2546.0,1143.0,1542.0,http://www.spec.org/cpu2000/results/res2007q1/cpu2000-20070219-08621.html
155,580,2004-05-01,Dell,Precision Mobile Workstation M60,,false,1528.0,1541.0,1163.0,1327.0,1733.0,1276.0,1546.0,1352.0,1797.0,1490.0,1475.0,2348.0,1199.0,2036.0,http://www.spec.org/cpu2000/results/res2004q2/cpu2000-20040614-03081.html
156,571,1999-12-01,Dell,Precision WorkStation 410,,false,307.0,0.0,331.0,275.0,262.0,222.0,351.0,265.0,281.0,406.0,286.0,523.0,283.0,299.0,http://www.spec.org/cpu2000/results/res1999q4/cpu2000-19991130-00025.html
157,557,2000-09-01,Dell,Precision WorkStation 420,,false,454.0,462.0,545.0,354.0,401.0,276.0,523.0,362.0,615.0,614.0,443.0,717.0,396.0,394.0,http://www.spec.org/cpu2000/results/res2000q4/cpu2000-20001129-00408.html
158,557,2000-09-01,Dell,Precision WorkStation 420,,false,418.0,423.0,481.0,345.0,388.0,261.0,501.0,361.0,409.0,582.0,393.0,706.0,381.0,376.0,http://www.spec.org/cpu2000/results/res2000q3/cpu2000-20000828-00186.html
159,572,1999-12-01,Dell,Precision WorkStation 420,,false,368.0,374.0,413.0,304.0,337.0,264.0,389.0,298.0,453.0,462.0,370.0,567.0,324.0,339.0,http://www.spec.org/cpu2000/results/res2000q4/cpu2000-20001129-00409.html
160,572,1999-12-01,Dell,Precision WorkStation 420,,false,336.0,0.0,362.0,293.0,329.0,248.0,369.0,291.0,295.0,431.0,320.0,555.0,310.0,324.0,http://www.spec.org/cpu2000/results/res1999q4/cpu2000-19991130-00027.html
161,574,2000-01-01,Dell,Precision WorkStation 420,,false,393.0,399.0,454.0,320.0,366.0,266.0,422.0,316.0,492.0,501.0,391.0,608.0,345.0,356.0,http://www.spec.org/cpu2000/results/res2000q4/cpu2000-20001129-00410.html
162,574,2000-01-01,Dell,Precision WorkStation 420,,false,361.0,364.0,397.0,309.0,347.0,251.0,404.0,315.0,326.0,475.0,342.0,597.0,331.0,340.0,http://www.spec.org/cpu2000/results/res2000q2/cpu2000-20000327-00072.html
163,576,2000-03-01,Dell,Precision WorkStation 420,,false,411.0,417.0,475.0,331.0,370.0,267.0,456.0,330.0,535.0,538.0,408.0,642.0,360.0,364.0,http://www.spec.org/cpu2000/results/res2000q4/cpu2000-20001129-00411.html
164,576,2000-03-01,Dell,Precision WorkStation 420,,false,380.0,384.0,427.0,321.0,362.0,252.0,436.0,331.0,353.0,511.0,359.0,634.0,348.0,352.0,http://www.spec.org/cpu2000/results/res2000q2/cpu2000-20000327-00074.html
165,577,2000-06-01,Dell,Precision WorkStation 420,,false,433.0,440.0,510.0,344.0,385.0,275.0,490.0,347.0,576.0,576.0,428.0,681.0,379.0,379.0,http://www.spec.org/cpu2000/results/res2000q4/cpu2000-20001129-00412.html
166,577,2000-06-01,Dell,Precision WorkStation 420,,false,398.0,403.0,451.0,330.0,371.0,258.0,465.0,346.0,382.0,546.0,374.0,667.0,365.0,362.0,http://www.spec.org/cpu2000/results/res2000q3/cpu2000-20000619-00125.html
167,476,2001-06-01,Dell,Precision WorkStation 730,,false,314.0,314.0,332.0,262.0,359.0,187.0,355.0,246.0,414.0,309.0,269.0,505.0,286.0,356.0,http://www.spec.org/cpu2000/results/res2001q3/cpu2000-20010802-00778.html
168,528,2003-05-01,Dell,Precision Workstation 360,,false,871.0,904.0,885.0,563.0,1100.0,699.0,856.0,830.0,1000.0,988.0,1179.0,1400.0,672.0,640.0,http://www.spec.org/cpu2000/results/res2003q3/cpu2000-20030616-02246.html
169,531,2003-05-01,Dell,Precision Workstation 360   DDR333,,false,998.0,1034.0,1028.0,629.0,1291.0,761.0,977.0,952.0,1151.0,1142.0,1387.0,1630.0,766.0,729.0,http://www.spec.org/cpu2000/results/res2003q3/cpu2000-20030616-02251.html
170,531,2003-05-01,Dell,Precision Workstation 360   DDR400,,false,1030.0,1067.0,1029.0,672.0,1287.0,853.0,981.0,976.0,1151.0,1144.0,1407.0,1676.0,814.0,772.0,http://www.spec.org/cpu2000/results/res2003q3/cpu2000-20030616-02253.html
171,532,2003-05-01,Dell,Precision Workstation 360   DDR333,,false,1055.0,1093.0,1107.0,654.0,1379.0,767.0,1049.0,1008.0,1240.0,1229.0,1477.0,1724.0,801.0,755.0,http://www.spec.org/cpu2000/results/res2003q3/cpu2000-20030616-02255.html
172,532,2003-05-01,Dell,Precision Workstation 360   DDR400,,false,1091.0,1129.0,1107.0,697.0,1391.0,867.0,1054.0,1035.0,1240.0,1240.0,1499.0,1771.0,851.0,805.0,http://www.spec.org/cpu2000/results/res2003q3/cpu2000-20030616-02257.html
173,532,2004-02-01,Dell,Precision Workstation 360,,false,1205.0,1254.0,931.0,843.0,1518.0,1177.0,1014.0,1092.0,1364.0,1322.0,1508.0,2125.0,923.0,1129.0,http://www.spec.org/cpu2000/results/res2004q1/cpu2000-20040126-02763.html
174,533,2003-05-01,Dell,Precision Workstation 360   DDR333,,false,1108.0,1149.0,1184.0,674.0,1461.0,774.0,1120.0,1062.0,1328.0,1307.0,1562.0,1810.0,830.0,782.0,http://www.spec.org/cpu2000/results/res2003q3/cpu2000-20030616-02259.html
175,533,2003-05-01,Dell,Precision Workstation 360   DDR400,,false,1151.0,1193.0,1188.0,723.0,1501.0,877.0,1125.0,1092.0,1328.0,1321.0,1589.0,1877.0,887.0,839.0,http://www.spec.org/cpu2000/results/res2003q3/cpu2000-20030616-02261.html
176,533,2004-02-01,Dell,Precision Workstation 360,,false,1276.0,1329.0,995.0,886.0,1615.0,1199.0,1086.0,1161.0,1462.0,1409.0,1606.0,2243.0,972.0,1196.0,http://www.spec.org/cpu2000/results/res2004q1/cpu2000-20040126-02767.html
177,534,2003-06-01,Dell,Precision Workstation 360   DDR333,,false,1158.0,1201.0,1260.0,696.0,1510.0,782.0,1191.0,1114.0,1417.0,1385.0,1648.0,1894.0,860.0,802.0,http://www.spec.org/cpu2000/results/res2003q3/cpu2000-20030616-02263.html
178,534,2003-06-01,Dell,Precision Workstation 360   DDR400,,false,1205.0,1249.0,1265.0,749.0,1584.0,883.0,1194.0,1149.0,1417.0,1395.0,1677.0,1955.0,921.0,860.0,http://www.spec.org/cpu2000/results/res2003q3/cpu2000-20030616-02265.html
179,534,2003-11-01,Dell,Precision Workstation 360,,false,1464.0,1503.0,1267.0,1167.0,1868.0,1296.0,1252.0,1343.0,1417.0,1455.0,1745.0,2251.0,1261.0,1579.0,http://www.spec.org/cpu2000/results/res2003q4/cpu2000-20031103-02615.html
180,534,2003-11-01,Dell,Precision Workstation 360,,false,1570.0,1601.0,1337.0,1179.0,1894.0,1670.0,1270.0,1399.0,1676.0,1481.0,1736.0,2626.0,1329.0,1690.0,http://www.spec.org/cpu2000/results/res2004q1/cpu2000-20040209-02859.html
181,534,2004-02-01,Dell,Precision Workstation 360,,false,1348.0,1404.0,1061.0,930.0,1717.0,1224.0,1158.0,1231.0,1560.0,1499.0,1703.0,2365.0,1023.0,1262.0,http://www.spec.org/cpu2000/results/res2004q1/cpu2000-20040126-02769.html
182,535,2004-06-01,Dell,Precision Workstation 360,,false,1658.0,1689.0,1420.0,1237.0,1983.0,1716.0,1350.0,1484.0,1772.0,1577.0,1841.0,2806.0,1397.0,1788.0,http://www.spec.org/cpu2000/results/res2004q2/cpu2000-20040614-03077.html
183,535,2004-02-01,Dell,Precision Workstation 360,,false,1325.0,1369.0,1417.0,775.0,1653.0,1016.0,1292.0,1242.0,1780.0,1504.0,1750.0,2305.0,989.0,924.0,http://www.spec.org/cpu2000/results/res2004q1/cpu2000-20040126-02771.html
184,535,2004-06-01,Dell,Precision Workstation 360,,false,1418.0,1484.0,1120.0,971.0,1816.0,1238.0,1238.0,1311.0,1620.0,1607.0,1793.0,2473.0,1066.0,1350.0,http://www.spec.org/cpu2000/results/res2004q2/cpu2000-20040614-03079.html
185,523,2005-02-01,Dell,Precision Workstation 370   2MB L2,,false,1713.0,1734.0,1202.0,1231.0,2031.0,2020.0,1320.0,1487.0,2247.0,1888.0,1940.0,2819.0,1300.0,1777.0,http://www.spec.org/cpu2000/results/res2005q1/cpu2000-20050307-03904.html
186,536,2005-06-01,Dell,Precision Workstation 380   2MB L2,,false,1793.0,1815.0,1267.0,1281.0,2132.0,2115.0,1387.0,1556.0,2369.0,1969.0,2026.0,2906.0,1362.0,1869.0,http://www.spec.org/cpu2000/results/res2005q2/cpu2000-20050516-04125.html
187,524,2005-06-01,Dell,Precision Workstation 380   2MB L2,,false,1857.0,1863.0,1243.0,1272.0,2236.0,2180.0,1408.0,1565.0,2383.0,2278.0,2044.0,3291.0,1414.0,1918.0,http://www.spec.org/cpu2000/results/res2006q1/cpu2000-20060110-05367.html
188,549,2006-05-01,Dell,Precision Workstation 380,,false,1834.0,1839.0,1255.0,1246.0,2222.0,2204.0,1380.0,1555.0,2347.0,2258.0,2050.0,3105.0,1393.0,1873.0,http://www.spec.org/cpu2000/results/res2006q2/cpu2000-20060502-05949.html
189,389,2006-07-01,Dell,Precision Workstation 390,,false,1939.0,1944.0,1165.0,1424.0,2254.0,2566.0,1700.0,1515.0,2433.0,2305.0,2007.0,3369.0,1395.0,2157.0,http://www.spec.org/cpu2000/results/res2006q3/cpu2000-20060705-06414.html
190,391,2006-07-01,Dell,Precision Workstation 390,,false,2187.0,2193.0,1328.0,1593.0,2550.0,2741.0,1946.0,1718.0,2785.0,2624.0,2261.0,3781.0,1571.0,2466.0,http://www.spec.org/cpu2000/results/res2006q3/cpu2000-20060705-06410.html
191,393,2006-07-01,Dell,Precision Workstation 390,,false,2588.0,2595.0,1492.0,1899.0,2931.0,4316.0,2190.0,2010.0,3134.0,3017.0,2515.0,4451.0,1949.0,2776.0,http://www.spec.org/cpu2000/results/res2006q3/cpu2000-20060705-06406.html
