spec_int2000_id,processor_id,hw_avail,test_sponsor,hw_model,bus,sw_auto_parallel,basemean,peakmean,164_gzip,175_vpr,176_gcc,181_mcf,186_crafty,197_parser,252_eon,253_perlbmk,254_gap,255_vortex,256_bzip2,300_twolf,link
199,445,2006-03-01,Dell,Precision Workstation M90,,false,1796.0,1804.0,1245.0,1402.0,2058.0,1993.0,1647.0,1515.0,2196.0,2006.0,1799.0,2774.0,1285.0,2229.0,http://www.spec.org/cpu2000/results/res2006q2/cpu2000-20060502-05953.html
200,523,2006-05-01,Fujitsu Egypt,Ghost Challenger,,false,1708.0,1753.0,1192.0,1202.0,2078.0,1906.0,1339.0,1485.0,2267.0,1905.0,1950.0,2802.0,1277.0,1814.0,http://www.spec.org/cpu2000/results/res2006q2/cpu2000-20060521-06010.html
201,210,2001-02-01,Fujitsu Limited,PRIMEPOWER200,,false,254.0,279.0,250.0,233.0,196.0,253.0,271.0,260.0,282.0,285.0,178.0,396.0,254.0,242.0,http://www.spec.org/cpu2000/results/res2001q1/cpu2000-20010213-00459.html
202,212,2001-02-01,Fujitsu Limited,PRIMEPOWER200,,false,310.0,342.0,308.0,283.0,230.0,289.0,340.0,319.0,348.0,356.0,212.0,491.0,315.0,303.0,http://www.spec.org/cpu2000/results/res2001q1/cpu2000-20010213-00457.html
203,214,2001-08-01,Fujitsu Limited,PRIMEPOWER200,,false,374.0,406.0,362.0,337.0,280.0,324.0,408.0,377.0,424.0,437.0,241.0,563.0,379.0,456.0,http://www.spec.org/cpu2000/results/res2001q3/cpu2000-20010814-00799.html
204,216,2002-08-01,Fujitsu Limited,PRIMEPOWER200,,false,415.0,491.0,404.0,369.0,285.0,344.0,413.0,431.0,532.0,491.0,267.0,632.0,433.0,531.0,http://www.spec.org/cpu2000/results/res2002q3/cpu2000-20020701-01436.html
205,216,2002-08-01,Fujitsu Limited,PRIMEPOWER200,,false,446.0,521.0,405.0,401.0,301.0,502.0,439.0,463.0,532.0,506.0,270.0,665.0,473.0,547.0,http://www.spec.org/cpu2000/results/res2002q3/cpu2000-20020701-01438.html
206,220,2003-07-01,Fujitsu Limited,PRIMEPOWER250,,false,578.0,680.0,518.0,467.0,698.0,338.0,677.0,511.0,478.0,695.0,578.0,1017.0,567.0,639.0,http://www.spec.org/cpu2000/results/res2003q2/cpu2000-20030506-02172.html
207,221,2004-02-01,Fujitsu Limited,PRIMEPOWER250,,false,764.0,881.0,628.0,652.0,851.0,617.0,837.0,660.0,574.0,861.0,688.0,1321.0,760.0,971.0,http://www.spec.org/cpu2000/results/res2004q1/cpu2000-20031226-02691.html
208,223,2006-02-01,Fujitsu Limited,PRIMEPOWER250,,false,1161.0,1221.0,898.0,1019.0,1099.0,1140.0,1215.0,975.0,1261.0,1195.0,1001.0,2239.0,1070.0,1226.0,http://www.spec.org/cpu2000/results/res2006q1/cpu2000-20051212-05275.html
209,224,2005-02-01,Fujitsu Limited,PRIMEPOWER250,,false,1254.0,1341.0,966.0,1098.0,1183.0,1188.0,1214.0,1082.0,1411.0,1300.0,1100.0,2393.0,1155.0,1390.0,http://www.spec.org/cpu2000/results/res2005q1/cpu2000-20050208-03825.html
210,226,2006-02-01,Fujitsu Limited,PRIMEPOWER250,,false,1356.0,1430.0,1072.0,1184.0,1249.0,1217.0,1458.0,1157.0,1514.0,1425.0,1159.0,2590.0,1247.0,1472.0,http://www.spec.org/cpu2000/results/res2006q1/cpu2000-20051212-05267.html
211,210,2001-02-01,Fujitsu Limited,PRIMEPOWER400,,false,265.0,288.0,250.0,237.0,206.0,333.0,273.0,271.0,282.0,293.0,178.0,412.0,267.0,242.0,http://www.spec.org/cpu2000/results/res2001q1/cpu2000-20010213-00456.html
212,212,2001-02-01,Fujitsu Limited,PRIMEPOWER400,,false,325.0,356.0,309.0,299.0,246.0,398.0,339.0,337.0,341.0,363.0,214.0,508.0,335.0,303.0,http://www.spec.org/cpu2000/results/res2001q1/cpu2000-20010213-00455.html
213,214,2001-08-01,Fujitsu Limited,PRIMEPOWER400,,false,390.0,424.0,363.0,355.0,285.0,453.0,409.0,400.0,426.0,439.0,211.0,601.0,408.0,469.0,http://www.spec.org/cpu2000/results/res2001q3/cpu2000-20010814-00800.html
214,216,2002-08-01,Fujitsu Limited,PRIMEPOWER400,,false,448.0,521.0,406.0,414.0,301.0,501.0,441.0,463.0,533.0,506.0,269.0,683.0,470.0,548.0,http://www.spec.org/cpu2000/results/res2002q3/cpu2000-20020701-01429.html
215,220,2003-07-01,Fujitsu Limited,PRIMEPOWER450,,false,580.0,682.0,527.0,468.0,703.0,340.0,677.0,511.0,475.0,700.0,579.0,1018.0,570.0,635.0,http://www.spec.org/cpu2000/results/res2003q2/cpu2000-20030506-02174.html
216,221,2004-02-01,Fujitsu Limited,PRIMEPOWER450,,false,762.0,882.0,627.0,652.0,850.0,613.0,836.0,657.0,570.0,858.0,688.0,1310.0,760.0,971.0,http://www.spec.org/cpu2000/results/res2004q1/cpu2000-20031226-02685.html
217,223,2006-02-01,Fujitsu Limited,PRIMEPOWER450,,false,1162.0,1223.0,898.0,1014.0,1104.0,1149.0,1214.0,975.0,1262.0,1194.0,1004.0,2232.0,1070.0,1225.0,http://www.spec.org/cpu2000/results/res2006q1/cpu2000-20051212-05279.html
218,224,2005-02-01,Fujitsu Limited,PRIMEPOWER450,,false,1256.0,1344.0,966.0,1101.0,1190.0,1196.0,1211.0,1082.0,1410.0,1300.0,1105.0,2391.0,1156.0,1389.0,http://www.spec.org/cpu2000/results/res2005q1/cpu2000-20050208-03831.html
219,226,2006-02-01,Fujitsu Limited,PRIMEPOWER450,,false,1359.0,1434.0,1072.0,1187.0,1256.0,1234.0,1457.0,1157.0,1513.0,1426.0,1165.0,2581.0,1248.0,1470.0,http://www.spec.org/cpu2000/results/res2006q1/cpu2000-20051212-05271.html
220,210,2001-02-01,Fujitsu Limited,PRIMEPOWER600,,false,263.0,286.0,249.0,240.0,199.0,327.0,268.0,270.0,282.0,294.0,176.0,409.0,268.0,242.0,http://www.spec.org/cpu2000/results/res2001q1/cpu2000-20010213-00454.html
221,212,2001-02-01,Fujitsu Limited,PRIMEPOWER600,,false,321.0,354.0,307.0,288.0,240.0,389.0,340.0,336.0,330.0,364.0,210.0,504.0,334.0,304.0,http://www.spec.org/cpu2000/results/res2001q1/cpu2000-20010213-00453.html
222,214,2001-08-01,Fujitsu Limited,PRIMEPOWER600,,false,391.0,420.0,360.0,359.0,285.0,442.0,387.0,398.0,425.0,440.0,237.0,599.0,406.0,470.0,http://www.spec.org/cpu2000/results/res2001q3/cpu2000-20010814-00801.html
223,219,2003-07-01,Fujitsu Limited,PRIMEPOWER650,,false,635.0,737.0,508.0,558.0,615.0,597.0,680.0,552.0,470.0,710.0,585.0,1107.0,645.0,789.0,http://www.spec.org/cpu2000/results/res2003q2/cpu2000-20030506-02176.html
224,222,2003-08-01,Fujitsu Limited,PRIMEPOWER650,,false,776.0,905.0,636.0,685.0,711.0,673.0,856.0,680.0,592.0,883.0,707.0,1350.0,792.0,996.0,http://www.spec.org/cpu2000/results/res2003q3/cpu2000-20030617-02275.html
225,225,2004-08-01,Fujitsu Limited,PRIMEPOWER650,,false,1174.0,1345.0,900.0,1112.0,935.0,1251.0,1201.0,1069.0,909.0,1303.0,1072.0,2160.0,1181.0,1413.0,http://www.spec.org/cpu2000/results/res2004q2/cpu2000-20040518-03044.html
226,227,2005-06-01,Fujitsu Limited,PRIMEPOWER650,,false,1315.0,1437.0,1019.0,1203.0,975.0,1242.0,1311.0,1163.0,1527.0,1412.0,1140.0,2551.0,1247.0,1511.0,http://www.spec.org/cpu2000/results/res2005q2/cpu2000-20050419-04032.html
227,228,2006-02-01,Fujitsu Limited,PRIMEPOWER650,,false,1501.0,1620.0,1140.0,1342.0,1084.0,1615.0,1606.0,1292.0,1690.0,1588.0,1251.0,2940.0,1480.0,1610.0,http://www.spec.org/cpu2000/results/res2006q1/cpu2000-20051212-05283.html
228,215,2001-11-01,Fujitsu Limited,PRIMEPOWER650,,false,449.0,478.0,403.0,422.0,365.0,505.0,429.0,452.0,474.0,491.0,278.0,699.0,464.0,524.0,http://www.spec.org/cpu2000/results/res2001q4/cpu2000-20011022-01061.html
229,218,2002-08-01,Fujitsu Limited,PRIMEPOWER650,,false,512.0,624.0,467.0,463.0,261.0,595.0,516.0,541.0,636.0,594.0,320.0,809.0,558.0,634.0,http://www.spec.org/cpu2000/results/res2002q3/cpu2000-20020701-01430.html
230,211,2000-08-01,Fujitsu Limited,PRIMEPOWER800/1000/2000,,false,286.0,312.0,274.0,264.0,203.0,329.0,305.0,300.0,318.0,317.0,192.0,458.0,294.0,262.0,http://www.spec.org/cpu2000/results/res2001q1/cpu2000-20010213-00458.html
231,213,2001-02-01,Fujitsu Limited,PRIMEPOWER800/1000/2000,,false,363.0,395.0,343.0,334.0,298.0,403.0,380.0,375.0,398.0,416.0,229.0,570.0,367.0,334.0,http://www.spec.org/cpu2000/results/res2001q1/cpu2000-20010213-00452.html
232,215,2001-09-01,Fujitsu Limited,PRIMEPOWER800/1000/2000,,false,443.0,475.0,403.0,414.0,346.0,467.0,464.0,450.0,478.0,497.0,260.0,688.0,454.0,528.0,http://www.spec.org/cpu2000/results/res2001q4/cpu2000-20010909-00868.html
233,217,2002-08-01,Fujitsu Limited,PRIMEPOWER800/1000/2000,,false,505.0,591.0,453.0,441.0,390.0,520.0,501.0,522.0,618.0,569.0,285.0,785.0,534.0,616.0,http://www.spec.org/cpu2000/results/res2002q3/cpu2000-20020701-01434.html
234,215,2001-11-01,Fujitsu Limited,PRIMEPOWER850,,false,446.0,476.0,402.0,418.0,360.0,493.0,430.0,452.0,474.0,493.0,271.0,696.0,464.0,525.0,http://www.spec.org/cpu2000/results/res2001q4/cpu2000-20011022-01065.html
235,218,2002-08-01,Fujitsu Limited,PRIMEPOWER850,,false,501.0,617.0,459.0,458.0,234.0,567.0,516.0,539.0,636.0,591.0,311.0,795.0,556.0,633.0,http://www.spec.org/cpu2000/results/res2002q3/cpu2000-20020701-01432.html
236,222,2003-06-01,Fujitsu Limited,PRIMEPOWER900,,false,743.0,858.0,636.0,648.0,698.0,672.0,837.0,656.0,586.0,876.0,595.0,1240.0,780.0,895.0,http://www.spec.org/cpu2000/results/res2003q1/cpu2000-20030225-01965.html
237,222,2003-06-01,Fujitsu Limited,PRIMEPOWER900,,false,767.0,892.0,632.0,675.0,707.0,644.0,851.0,673.0,595.0,879.0,700.0,1339.0,776.0,985.0,http://www.spec.org/cpu2000/results/res2003q2/cpu2000-20030506-02171.html
238,225,2004-09-01,Fujitsu Limited,PRIMEPOWER900,,false,1174.0,1345.0,900.0,1111.0,934.0,1249.0,1201.0,1070.0,908.0,1303.0,1072.0,2158.0,1181.0,1413.0,http://www.spec.org/cpu2000/results/res2004q2/cpu2000-20040518-03050.html
239,228,2005-06-01,Fujitsu Limited,PRIMEPOWER900,,false,1456.0,1594.0,1087.0,1328.0,1079.0,1560.0,1422.0,1276.0,1654.0,1539.0,1223.0,2854.0,1432.0,1615.0,http://www.spec.org/cpu2000/results/res2005q2/cpu2000-20050419-04024.html
240,228,2006-02-01,Fujitsu Limited,PRIMEPOWER900,,false,1501.0,1620.0,1140.0,1342.0,1084.0,1617.0,1606.0,1292.0,1690.0,1588.0,1252.0,2938.0,1479.0,1610.0,http://www.spec.org/cpu2000/results/res2006q1/cpu2000-20051212-05291.html
241,78,2005-10-01,Fujitsu Siemens Computers,PRIMERGY BX630 TM  250,,false,1555.0,1555.0,1315.0,1272.0,1750.0,1020.0,1556.0,1489.0,2219.0,1613.0,1657.0,2417.0,1242.0,1626.0,http://www.spec.org/cpu2000/results/res2005q4/cpu2000-20050919-04726.html
242,79,2006-01-01,Fujitsu Siemens Computers,PRIMERGY BX630 TM  252,,false,1668.0,1817.0,1424.0,1398.0,1910.0,1132.0,1690.0,1614.0,2018.0,1703.0,1811.0,2670.0,1369.0,1732.0,http://www.spec.org/cpu2000/results/res2006q1/cpu2000-20060123-05462.html
243,80,2006-02-01,Fujitsu Siemens Computers,PRIMERGY BX630 TM  254,,false,1788.0,1947.0,1533.0,1487.0,2050.0,1204.0,1820.0,1737.0,2171.0,1829.0,1945.0,2848.0,1458.0,1867.0,http://www.spec.org/cpu2000/results/res2006q1/cpu2000-20060123-05468.html
244,81,2006-04-01,Fujitsu Siemens Computers,PRIMERGY BX630 TM  256,,false,1942.0,2119.0,1648.0,1548.0,2231.0,1183.0,1964.0,1836.0,2919.0,2237.0,2108.0,2946.0,1493.0,1954.0,http://www.spec.org/cpu2000/results/res2006q3/cpu2000-20060710-06467.html
245,78,2005-12-01,Fujitsu Siemens Computers,PRIMERGY RX220 TM  250,,false,1555.0,1688.0,1316.0,1308.0,1775.0,1117.0,1556.0,1505.0,1861.0,1576.0,1693.0,2463.0,1272.0,1608.0,http://www.spec.org/cpu2000/results/res2006q1/cpu2000-20060109-05343.html
246,79,2005-12-01,Fujitsu Siemens Computers,PRIMERGY RX220 TM  252,,false,1663.0,1809.0,1424.0,1393.0,1910.0,1138.0,1686.0,1616.0,2007.0,1700.0,1824.0,2626.0,1353.0,1722.0,http://www.spec.org/cpu2000/results/res2006q1/cpu2000-20060109-05346.html
247,80,2005-11-01,Fujitsu Siemens Computers,PRIMERGY RX220 TM  254,,false,1750.0,1750.0,1525.0,1400.0,1997.0,1046.0,1808.0,1690.0,2571.0,1860.0,1886.0,2704.0,1373.0,1804.0,http://www.spec.org/cpu2000/results/res2005q4/cpu2000-20050919-04720.html
248,80,2005-12-01,Fujitsu Siemens Computers,PRIMERGY RX220 TM  254,,false,1763.0,1918.0,1532.0,1467.0,2043.0,1166.0,1797.0,1724.0,2168.0,1795.0,1931.0,2792.0,1433.0,1808.0,http://www.spec.org/cpu2000/results/res2006q1/cpu2000-20060109-05349.html
249,81,2006-04-01,Fujitsu Siemens Computers,PRIMERGY RX220 TM  256,,false,1942.0,2111.0,1648.0,1545.0,2241.0,1188.0,1957.0,1846.0,2907.0,2243.0,2130.0,2914.0,1480.0,1960.0,http://www.spec.org/cpu2000/results/res2006q3/cpu2000-20060719-06512.html
250,582,2005-08-01,Fujitsu Siemens Computers,CELSIUS H230,,false,1812.0,1839.0,1335.0,1510.0,1995.0,1823.0,1727.0,1570.0,2257.0,1931.0,1744.0,2666.0,1315.0,2367.0,http://www.spec.org/cpu2000/results/res2005q3/cpu2000-20050805-04445.html
251,413,2006-10-01,Fujitsu Siemens Computers,CELSIUS H240,,false,2446.0,2455.0,1441.0,1782.0,2784.0,3870.0,2114.0,1918.0,3034.0,2882.0,2332.0,4070.0,1850.0,2663.0,http://www.spec.org/cpu2000/results/res2006q4/cpu2000-20061110-07861.html
252,518,2005-07-01,Fujitsu Siemens Computers,CELSIUS M440,,false,1492.0,1493.0,1000.0,1040.0,1774.0,1887.0,1109.0,1257.0,1880.0,1813.0,1649.0,2555.0,1136.0,1536.0,http://www.spec.org/cpu2000/results/res2005q4/cpu2000-20051208-05140.html
253,520,2005-07-01,Fujitsu Siemens Computers,CELSIUS M440,,false,1584.0,1585.0,1066.0,1103.0,1880.0,1962.0,1183.0,1338.0,2006.0,1932.0,1751.0,2709.0,1205.0,1638.0,http://www.spec.org/cpu2000/results/res2005q4/cpu2000-20051208-05142.html
254,521,2005-07-01,Fujitsu Siemens Computers,CELSIUS M440,,false,1673.0,1675.0,1131.0,1161.0,1989.0,2026.0,1257.0,1417.0,2131.0,2048.0,1850.0,2854.0,1271.0,1740.0,http://www.spec.org/cpu2000/results/res2005q4/cpu2000-20051208-05144.html
255,523,2005-07-01,Fujitsu Siemens Computers,CELSIUS M440,,false,1762.0,1764.0,1195.0,1221.0,2099.0,2091.0,1331.0,1496.0,2257.0,2165.0,1949.0,2999.0,1336.0,1842.0,http://www.spec.org/cpu2000/results/res2005q4/cpu2000-20051208-05146.html
256,524,2005-07-01,Fujitsu Siemens Computers,CELSIUS M440,,false,1851.0,1852.0,1261.0,1278.0,2218.0,2147.0,1405.0,1574.0,2382.0,2281.0,2045.0,3142.0,1400.0,1946.0,http://www.spec.org/cpu2000/results/res2005q4/cpu2000-20051208-05148.html
257,539,2005-07-01,Fujitsu Siemens Computers,CELSIUS M440,,false,1321.0,1323.0,937.0,855.0,1595.0,1359.0,1038.0,1120.0,1761.0,1684.0,1563.0,2272.0,956.0,1385.0,http://www.spec.org/cpu2000/results/res2005q4/cpu2000-20051208-05150.html
258,540,2005-07-01,Fujitsu Siemens Computers,CELSIUS M440,,false,1484.0,1486.0,1068.0,949.0,1796.0,1430.0,1185.0,1264.0,2014.0,1913.0,1767.0,2539.0,1068.0,1586.0,http://www.spec.org/cpu2000/results/res2005q4/cpu2000-20051208-05156.html
259,547,2006-05-01,Fujitsu Siemens Computers,CELSIUS M440,,false,1810.0,1814.0,1238.0,1227.0,2179.0,2104.0,1353.0,1515.0,2448.0,2207.0,2031.0,3167.0,1347.0,1846.0,http://www.spec.org/cpu2000/results/res2006q2/cpu2000-20060612-06080.html
260,389,2006-08-01,Fujitsu Siemens Computers,CELSIUS M450,,false,1919.0,1928.0,1161.0,1381.0,2248.0,2547.0,1693.0,1506.0,2441.0,2287.0,1995.0,3287.0,1378.0,2119.0,http://www.spec.org/cpu2000/results/res2006q3/cpu2000-20060821-07081.html
261,391,2006-08-01,Fujitsu Siemens Computers,CELSIUS M450,,false,2163.0,2173.0,1324.0,1540.0,2539.0,2735.0,1935.0,1703.0,2792.0,2603.0,2246.0,3680.0,1549.0,2422.0,http://www.spec.org/cpu2000/results/res2006q3/cpu2000-20060821-07083.html
262,393,2006-08-01,Fujitsu Siemens Computers,CELSIUS M450,,false,2575.0,2586.0,1499.0,1885.0,2926.0,4198.0,2193.0,2006.0,3143.0,3013.0,2507.0,4371.0,1945.0,2756.0,http://www.spec.org/cpu2000/results/res2006q3/cpu2000-20060821-07085.html
263,394,2006-08-01,Fujitsu Siemens Computers,CELSIUS M450,,false,2836.0,2847.0,1663.0,2062.0,3225.0,4511.0,2437.0,2218.0,3488.0,3336.0,2738.0,4786.0,2150.0,3057.0,http://www.spec.org/cpu2000/results/res2006q3/cpu2000-20060807-06932.html
264,600,2006-08-01,Fujitsu Siemens Computers,CELSIUS R540,,false,1726.0,1733.0,997.0,1287.0,1954.0,2848.0,1456.0,1340.0,2090.0,1999.0,1712.0,2952.0,1297.0,1828.0,http://www.spec.org/cpu2000/results/res2006q4/cpu2000-20060915-07273.html
265,602,2006-08-01,Fujitsu Siemens Computers,CELSIUS R540,,false,2143.0,2152.0,1245.0,1590.0,2426.0,3446.0,1820.0,1671.0,2613.0,2495.0,2122.0,3649.0,1616.0,2285.0,http://www.spec.org/cpu2000/results/res2006q4/cpu2000-20060915-07275.html
266,604,2006-08-01,Fujitsu Siemens Computers,CELSIUS R540,,false,2792.0,2804.0,1660.0,2040.0,3156.0,4144.0,2427.0,2203.0,3484.0,3307.0,2716.0,4686.0,2125.0,3048.0,http://www.spec.org/cpu2000/results/res2006q4/cpu2000-20060915-07277.html
267,605,2006-08-01,Fujitsu Siemens Computers,CELSIUS R540,,false,3089.0,3102.0,1862.0,2250.0,3285.0,4434.0,2730.0,2465.0,3921.0,3710.0,3001.0,5172.0,2373.0,3429.0,http://www.spec.org/cpu2000/results/res2006q4/cpu2000-20060915-07279.html
268,600,2006-08-01,Fujitsu Siemens Computers,CELSIUS R640,,false,1706.0,1713.0,996.0,1268.0,1942.0,2677.0,1458.0,1333.0,2090.0,1992.0,1694.0,2878.0,1291.0,1819.0,http://www.spec.org/cpu2000/results/res2006q3/cpu2000-20060821-07095.html
269,602,2006-08-01,Fujitsu Siemens Computers,CELSIUS R640,,false,2119.0,2126.0,1244.0,1566.0,2412.0,3236.0,1822.0,1662.0,2613.0,2487.0,2098.0,3557.0,1610.0,2274.0,http://www.spec.org/cpu2000/results/res2006q3/cpu2000-20060821-07097.html
270,604,2006-08-01,Fujitsu Siemens Computers,CELSIUS R640,,false,2739.0,2748.0,1656.0,2000.0,2969.0,3834.0,2430.0,2187.0,3486.0,3292.0,2670.0,4526.0,2114.0,3032.0,http://www.spec.org/cpu2000/results/res2006q3/cpu2000-20060821-07099.html
271,605,2006-08-01,Fujitsu Siemens Computers,CELSIUS R640,,false,3039.0,3050.0,1857.0,2202.0,3264.0,4087.0,2734.0,2443.0,3919.0,3691.0,2942.0,4976.0,2359.0,3410.0,http://www.spec.org/cpu2000/results/res2006q3/cpu2000-20060821-07101.html
272,77,2003-12-01,Fujitsu Siemens Computers,CELSIUS V810,,false,1353.0,1429.0,1194.0,1158.0,1378.0,960.0,1493.0,1322.0,1583.0,1445.0,1511.0,2050.0,1129.0,1302.0,http://www.spec.org/cpu2000/results/res2003q4/cpu2000-20031201-02672.html
273,78,2004-08-01,Fujitsu Siemens Computers,CELSIUS V810 TM  250  Linux 64-bit,,false,1452.0,1619.0,1418.0,1169.0,1595.0,737.0,2054.0,1084.0,2054.0,1602.0,1488.0,2393.0,1330.0,1304.0,http://www.spec.org/cpu2000/results/res2004q4/cpu2000-20041129-03613.html
274,79,2005-03-01,Fujitsu Siemens Computers,CELSIUS V810 TM  252  Linux 64-bit,,false,1579.0,1759.0,1535.0,1252.0,1795.0,755.0,2196.0,1195.0,2362.0,1742.0,1676.0,2522.0,1428.0,1416.0,http://www.spec.org/cpu2000/results/res2005q2/cpu2000-20050321-03916.html
275,77,2003-12-01,Fujitsu Siemens Computers,CELSIUS V810,,false,1248.0,1354.0,1148.0,1059.0,1513.0,629.0,1875.0,1027.0,1892.0,1509.0,1188.0,1576.0,1147.0,1046.0,http://www.spec.org/cpu2000/results/res2003q4/cpu2000-20031201-02670.html
276,80,2005-09-01,Fujitsu Siemens Computers,CELSIUS V830 TM  254  Linux 64-bit,,false,1748.0,1955.0,1702.0,1369.0,1948.0,782.0,2502.0,1297.0,2910.0,1915.0,1853.0,2828.0,1571.0,1539.0,http://www.spec.org/cpu2000/results/res2006q1/cpu2000-20060120-05400.html
277,81,2006-03-01,Fujitsu Siemens Computers,CELSIUS V830 TM  256  Linux 64-bit,,false,1838.0,2064.0,1822.0,1422.0,2048.0,784.0,2677.0,1365.0,3117.0,2035.0,1958.0,2979.0,1652.0,1603.0,http://www.spec.org/cpu2000/results/res2006q3/cpu2000-20060707-06418.html
278,84,2005-09-01,Fujitsu Siemens Computers,CELSIUS V830 TM  280  Linux 64-bit,,false,1549.0,1719.0,1465.0,1232.0,1717.0,755.0,2151.0,1149.0,2499.0,1657.0,1636.0,2496.0,1400.0,1393.0,http://www.spec.org/cpu2000/results/res2006q1/cpu2000-20060120-05402.html
279,210,2001-04-01,Fujitsu Siemens Computers,PRIMEPOWER200,,false,254.0,279.0,250.0,233.0,196.0,253.0,271.0,260.0,282.0,285.0,178.0,396.0,254.0,242.0,http://www.spec.org/cpu2000/results/res2001q1/cpu2000-20010226-00463.html
280,212,2001-04-01,Fujitsu Siemens Computers,PRIMEPOWER200,,false,310.0,342.0,308.0,283.0,230.0,289.0,340.0,319.0,348.0,356.0,212.0,491.0,315.0,303.0,http://www.spec.org/cpu2000/results/res2001q1/cpu2000-20010226-00464.html
281,214,2001-10-01,Fujitsu Siemens Computers,PRIMEPOWER200,,false,374.0,406.0,362.0,337.0,280.0,324.0,408.0,377.0,424.0,437.0,241.0,563.0,379.0,456.0,http://www.spec.org/cpu2000/results/res2001q3/cpu2000-20010827-00806.html
282,216,2002-09-01,Fujitsu Siemens Computers,PRIMEPOWER200,,false,415.0,491.0,404.0,369.0,285.0,344.0,413.0,431.0,532.0,491.0,267.0,632.0,433.0,531.0,http://www.spec.org/cpu2000/results/res2002q3/cpu2000-20020708-01457.html
283,210,2001-04-01,Fujitsu Siemens Computers,PRIMEPOWER400,,false,265.0,288.0,250.0,237.0,206.0,333.0,273.0,271.0,282.0,293.0,178.0,412.0,267.0,242.0,http://www.spec.org/cpu2000/results/res2001q1/cpu2000-20010226-00465.html
284,212,2001-04-01,Fujitsu Siemens Computers,PRIMEPOWER400,,false,325.0,356.0,309.0,299.0,246.0,398.0,339.0,337.0,341.0,363.0,214.0,508.0,335.0,303.0,http://www.spec.org/cpu2000/results/res2001q1/cpu2000-20010226-00466.html
285,214,2001-10-01,Fujitsu Siemens Computers,PRIMEPOWER400,,false,390.0,424.0,363.0,355.0,285.0,453.0,409.0,400.0,426.0,439.0,211.0,601.0,408.0,469.0,http://www.spec.org/cpu2000/results/res2001q3/cpu2000-20010827-00808.html
286,216,2002-09-01,Fujitsu Siemens Computers,PRIMEPOWER400,,false,448.0,521.0,406.0,414.0,301.0,501.0,441.0,463.0,533.0,506.0,269.0,683.0,470.0,548.0,http://www.spec.org/cpu2000/results/res2002q3/cpu2000-20020708-01459.html
287,212,2001-04-01,Fujitsu Siemens Computers,PRIMEPOWER600,,false,321.0,354.0,307.0,288.0,240.0,389.0,340.0,336.0,330.0,364.0,210.0,504.0,334.0,304.0,http://www.spec.org/cpu2000/results/res2001q1/cpu2000-20010226-00467.html
288,214,2001-10-01,Fujitsu Siemens Computers,PRIMEPOWER600,,false,391.0,420.0,360.0,359.0,285.0,442.0,387.0,398.0,425.0,440.0,237.0,599.0,406.0,470.0,http://www.spec.org/cpu2000/results/res2001q3/cpu2000-20010827-00810.html
289,215,2002-02-01,Fujitsu Siemens Computers,PRIMEPOWER650,,false,449.0,478.0,403.0,422.0,365.0,505.0,429.0,452.0,474.0,491.0,278.0,699.0,464.0,524.0,http://www.spec.org/cpu2000/results/res2001q4/cpu2000-20011022-01034.html
290,218,2002-09-01,Fujitsu Siemens Computers,PRIMEPOWER650,,false,512.0,624.0,467.0,463.0,261.0,595.0,516.0,541.0,636.0,594.0,320.0,809.0,558.0,634.0,http://www.spec.org/cpu2000/results/res2002q3/cpu2000-20020708-01463.html
291,211,2001-01-01,Fujitsu Siemens Computers,PRIMEPOWER800/1000/2000,,false,286.0,312.0,274.0,264.0,203.0,329.0,305.0,300.0,318.0,317.0,192.0,458.0,294.0,262.0,http://www.spec.org/cpu2000/results/res2001q1/cpu2000-20010226-00468.html
292,213,2001-05-01,Fujitsu Siemens Computers,PRIMEPOWER800/1000/2000,,false,363.0,395.0,343.0,334.0,298.0,403.0,380.0,375.0,398.0,416.0,229.0,570.0,367.0,334.0,http://www.spec.org/cpu2000/results/res2001q1/cpu2000-20010226-00469.html
293,215,2001-11-01,Fujitsu Siemens Computers,PRIMEPOWER800/1000/2000,,false,443.0,475.0,403.0,414.0,346.0,467.0,464.0,450.0,478.0,497.0,260.0,688.0,454.0,528.0,http://www.spec.org/cpu2000/results/res2001q4/cpu2000-20010910-00869.html
294,217,2002-09-01,Fujitsu Siemens Computers,PRIMEPOWER800/1000/2000,,false,505.0,591.0,453.0,441.0,390.0,520.0,501.0,522.0,618.0,569.0,285.0,785.0,534.0,616.0,http://www.spec.org/cpu2000/results/res2002q3/cpu2000-20020708-01461.html
295,215,2002-02-01,Fujitsu Siemens Computers,PRIMEPOWER850,,false,446.0,476.0,402.0,418.0,360.0,493.0,430.0,452.0,474.0,493.0,271.0,696.0,464.0,525.0,http://www.spec.org/cpu2000/results/res2001q4/cpu2000-20011022-01036.html
296,218,2002-09-01,Fujitsu Siemens Computers,PRIMEPOWER850,,false,501.0,617.0,459.0,458.0,234.0,567.0,516.0,539.0,636.0,591.0,311.0,795.0,556.0,633.0,http://www.spec.org/cpu2000/results/res2002q3/cpu2000-20020708-01465.html
297,518,2005-10-01,Fujitsu Siemens Computers,PRIMERGY Econel 100,,false,1485.0,1485.0,1004.0,1038.0,1779.0,1881.0,1109.0,1261.0,1774.0,1792.0,1650.0,2552.0,1151.0,1525.0,http://www.spec.org/cpu2000/results/res2005q4/cpu2000-20051128-05135.html
