spec_fp1995_id,processor_id,hw_avail,test_sponsor,hw_model,basemean,peakmean,101_tomcatv,102_swim,103_su2cor,104_hydro2d,107_mgrid,110_applu,125_turb3d,141_apsi,145_fpppp,146_wave5,link
1,7,2000-01-01,--,ASUS K7V-RM Mainboard; 800MHz Athlon processor,26.7,0.0,37.9,60.0,14.6,14.1,16.1,14.7,18.2,25.2,93.4,38.2,http://www.spec.org/cpu95/results/res2000q1/cpu95-20000229-04085.html
2,8,2000-02-01,--,ASUS K7V-RM Mainboard; 850MHz Athlon processor,27.4,0.0,38.3,60.6,14.9,14.3,16.5,15.2,18.9,26.1,99.3,39.6,http://www.spec.org/cpu95/results/res2000q1/cpu95-20000229-04086.html
3,10,2000-03-01,--,ASUS K7V-RM mainboard; 1.0GHz Athlon processor,29.4,0.0,39.1,63.0,15.6,14.4,18.0,16.3,20.8,28.4,117.0,42.6,http://www.spec.org/cpu95/results/res2000q1/cpu95-20000313-04137.html
4,9,2000-03-01,--,ASUS K7V-RM mainboard; 900MHz Athlon processor,27.9,0.0,38.6,61.5,14.9,14.4,17.1,15.5,19.1,26.3,105.0,39.6,http://www.spec.org/cpu95/results/res2000q2/cpu95-20000328-04180.html
5,6,1999-12-01,AMD,GigaByte GA-7IX mainboard; 750MHz Athlon processor,25.3,26.5,33.8,43.8,12.2,11.9,20.0,17.4,23.8,24.5,74.9,33.1,http://www.spec.org/cpu95/results/res2000q1/cpu95-20000117-03985.html
6,6,1999-12-01,AMD,GigaByte GA-7IX mainboard; 750MHz Athlon processor,24.4,0.0,32.6,53.0,12.5,12.0,15.3,13.8,17.4,24.3,87.5,36.3,http://www.spec.org/cpu95/results/res99q4/cpu95-19991206-03937.html
7,3,1999-08-01,AMD,Microstar MS-6167 mainboard; 550MHz Athlon processor,20.6,0.0,29.3,47.9,11.0,11.0,12.3,11.3,14.5,20.3,64.3,30.5,http://www.spec.org/cpu95/results/res99q3/cpu95-19990711-03745.html
8,4,1999-08-01,AMD,Microstar MS-6167 mainboard; 600MHz Athlon processor,21.5,0.0,29.7,49.7,11.5,11.3,13.0,11.9,15.5,21.7,70.1,30.4,http://www.spec.org/cpu95/results/res99q3/cpu95-19990711-03747.html
9,5,1999-08-01,AMD,Microstar MS-6167 mainboard; 650MHz Athlon processor,22.6,0.0,30.7,51.2,12.0,11.5,13.5,12.4,16.4,22.9,75.9,34.2,http://www.spec.org/cpu95/results/res99q3/cpu95-19990914-03867.html
10,191,2000-10-01,Tom Morris,API UP2000 750 MHz,65.1,77.5,115.0,167.0,26.2,50.9,74.2,41.3,39.5,61.2,108.0,66.9,http://www.spec.org/cpu95/results/res2000q3/cpu95-20000630-04280.html
11,192,2000-10-01,Tom Morris,API UP2000 833 MHz,79.1,95.6,126.0,188.0,34.6,63.0,86.1,49.5,47.9,80.4,122.0,93.1,http://www.spec.org/cpu95/results/res2000q3/cpu95-20000630-04282.html
12,188,1999-07-01,Alpha Processor; Inc.,UP2000 667 MHz 4MB Windows NT,49.1,54.1,59.8,91.6,22.7,35.9,53.7,30.2,32.2,55.4,95.2,65.5,http://www.spec.org/cpu95/results/res99q3/cpu95-19990621-03711.html
13,322,1996-04-01,BULL Echirolles France,Escala M104,3.31,3.53,3.76,4.82,2.06,1.64,2.69,2.37,4.42,3.97,7.25,3.14,http://www.spec.org/cpu95/results/res96q1/cpu95-960202-00135.html
14,327,1997-06-01,BULL Echirolles France,Escala Series T,6.62,7.14,6.89,10.2,3.95,3.25,4.94,3.72,7.29,8.81,22.1,6.82,http://www.spec.org/cpu95/results/res97q3/cpu95-970814-02018.html
15,321,1995-11-01,BULL Echirolles France,Estrella MT604-100,3.02,3.34,3.71,4.25,1.78,1.79,2.76,2.61,4.11,3.38,5.98,2.08,http://www.spec.org/cpu95/results/res96q1/cpu95-960219-00463.html
16,324,1995-11-01,BULL Echirolles France,Estrella MT604-133,3.34,3.7,3.97,4.53,1.89,1.91,3.17,2.9,4.74,3.98,6.98,2.23,http://www.spec.org/cpu95/results/res96q1/cpu95-960219-00465.html
17,572,1999-12-01,Compaq MA,Professional Workstation SP750 (733 MHz),30.6,30.8,52.3,96.8,16.7,17.7,29.4,17.6,26.5,23.0,40.5,37.3,http://www.spec.org/cpu95/results/res99q4/cpu95-19991025-03882.html
18,183,1999-05-01,Compaq NH,AlphaServer DS10,39.7,47.9,70.5,96.0,15.3,25.5,39.8,28.4,25.3,41.0,66.5,46.8,http://www.spec.org/cpu95/results/res99q2/cpu95-19990524-03670.html
19,187,2000-10-01,Compaq NH,AlphaServer DS10 6/600,48.1,56.1,70.7,107.0,21.5,28.1,46.3,33.6,33.9,52.3,90.4,58.3,http://www.spec.org/cpu95/results/res2000q3/cpu95-20000630-04257.html
20,188,2000-03-01,Compaq NH,AlphaServer DS20E Model 6/667,70.7,83.6,135.0,185.0,29.8,54.9,75.4,47.6,41.7,64.7,97.7,79.7,http://www.spec.org/cpu95/results/res2000q1/cpu95-20000313-04089.html
21,184,1999-04-01,Compaq NH,AlphaServer ES40,47.2,57.7,90.0,120.0,17.1,35.0,49.8,34.8,27.9,44.6,71.0,55.7,http://www.spec.org/cpu95/results/res99q2/cpu95-19990412-03525.html
22,193,2001-01-01,Compaq NH,AlphaServer ES40 6/833,84.3,100.0,153.0,203.0,36.5,68.3,94.1,50.9,50.5,80.9,123.0,96.7,http://www.spec.org/cpu95/results/res2000q3/cpu95-20000630-04263.html
23,188,2000-02-01,Compaq NH,AlphaServer ES40 Model 6/667,69.4,82.7,126.0,178.0,29.6,54.8,75.4,45.4,41.3,65.4,98.2,78.3,http://www.spec.org/cpu95/results/res2000q1/cpu95-20000214-04055.html
24,189,1999-10-01,Compaq NH,AlphaServer GS140 Model 6/700,54.5,68.1,99.7,85.8,21.7,51.8,73.2,26.2,30.9,59.0,102.0,67.7,http://www.spec.org/cpu95/results/res99q4/cpu95-19991206-03933.html
25,190,2000-06-01,Compaq NH,AlphaServer GS160 6/731,52.6,65.9,92.0,82.0,22.0,39.6,50.9,32.3,29.6,66.8,106.0,71.3,http://www.spec.org/cpu95/results/res2000q2/cpu95-20000511-04240.html
26,190,2000-06-01,Compaq NH,AlphaServer GS320 6/731,52.6,65.9,92.0,82.0,22.0,39.6,50.9,32.3,29.6,66.8,106.0,71.3,http://www.spec.org/cpu95/results/res2000q3/cpu95-20000629-04253.html
27,189,1999-10-01,Compaq NH,AlphaServer GS60E Model 6/700,54.5,68.1,99.7,85.8,21.7,51.8,73.2,26.2,30.9,59.0,102.0,67.7,http://www.spec.org/cpu95/results/res99q3/cpu95-19990913-03851.html
28,184,1998-12-01,Digital NH,Compaq AlphaServer DS20,48.4,58.7,95.5,126.0,17.3,35.8,50.3,35.5,28.3,45.3,72.1,56.8,http://www.spec.org/cpu95/results/res99q1/cpu95-981221-03227.html
29,185,1998-11-01,Digital NH,Compaq AlphaServer GS140 6/525,37.0,45.2,61.1,49.9,16.5,29.3,37.9,19.9,28.3,42.5,68.2,53.5,http://www.spec.org/cpu95/results/res98q3/cpu95-980914-03051.html
30,185,1998-11-01,Digital NH,Compaq AlphaServer GS60 6/525,35.0,42.5,53.7,45.6,16.0,27.5,34.8,18.1,27.3,42.5,68.1,51.9,http://www.spec.org/cpu95/results/res98q3/cpu95-980914-03046.html
31,552,1997-12-01,Compaq,Compaq Professional Workstation 6000,8.32,8.98,11.6,16.9,5.35,4.78,5.7,5.13,7.89,10.6,14.7,8.81,http://www.spec.org/cpu95/results/res97q4/cpu95-971209-02298.html
32,184,1999-02-01,Digital NH,Compaq Professional Workstation XP1000,44.5,52.2,83.3,118.0,15.1,31.4,46.7,32.9,27.8,41.2,70.8,52.2,http://www.spec.org/cpu95/results/res99q1/cpu95-19990201-03390.html
33,186,1998-11-01,Digital NH,Digital AlphaServer 8200 6/575,38.5,44.8,59.6,50.2,17.4,30.1,38.3,20.1,30.1,45.8,75.1,57.2,http://www.spec.org/cpu95/results/res98q3/cpu95-980720-02981.html
34,186,1998-11-01,Digital NH,Digital AlphaServer 8400 6/575,40.9,47.7,71.6,54.0,17.8,32.2,41.7,22.1,30.9,46.1,75.4,59.1,http://www.spec.org/cpu95/results/res98q3/cpu95-980720-02985.html
35,188,1999-08-01,Compaq NH,Professional Workstation XP1000,53.9,65.5,84.3,135.0,19.6,39.6,55.2,36.9,33.6,54.7,97.2,64.7,http://www.spec.org/cpu95/results/res99q3/cpu95-19990719-03749.html
36,183,1999-08-01,Compaq NH,Professional Workstation XP900,39.7,47.9,70.5,96.0,15.3,25.5,39.8,28.4,25.3,41.0,66.5,46.8,http://www.spec.org/cpu95/results/res99q3/cpu95-19990719-03753.html
37,500,1995-06-01,Intel,Dell Dimension XPS (100MHz),2.04,2.77,3.17,3.59,1.36,1.71,0.977,1.07,2.07,2.17,3.37,2.96,http://www.spec.org/cpu95/results/res9512/p046.html
38,500,1995-06-01,Intel,Dell Dimension XPS (100MHz),2.09,2.75,3.2,3.59,1.36,1.68,1.02,1.06,2.17,2.33,3.67,2.94,http://www.spec.org/cpu95/results/res96q2/cpu95-960610-00897.html
39,501,1995-06-01,Intel,Dell Dimension XPS (120MHz),2.19,2.96,3.19,3.61,1.43,1.82,1.15,1.19,2.37,2.43,3.61,3.0,http://www.spec.org/cpu95/results/res9512/p047.html
40,501,1995-06-01,Intel,Dell Dimension XPS (120MHz),2.26,2.92,3.19,3.61,1.42,1.8,1.2,1.17,2.49,2.62,4.2,3.07,http://www.spec.org/cpu95/results/res96q2/cpu95-960610-00902.html
41,502,1995-06-01,Intel,Dell Dimension XPS (133MHz),2.38,3.31,3.51,4.0,1.57,2.01,1.27,1.09,2.64,2.71,3.93,3.4,http://www.spec.org/cpu95/results/res9512/p048.html
42,502,1995-06-01,Intel,Dell Dimension XPS (133MHz),2.48,3.28,3.53,4.02,1.57,1.99,1.33,1.2,2.76,2.9,4.57,3.39,http://www.spec.org/cpu95/results/res96q2/cpu95-960610-00951.html
43,503,1996-01-01,Intel,Dell Dimension XPS (150MHz),2.4,3.28,3.31,3.72,1.52,2.03,1.39,1.3,2.81,2.84,3.72,3.14,http://www.spec.org/cpu95/results/res96q2/cpu95-960610-00952.html
44,504,1996-01-01,Intel,Dell Dimension XPS (166MHz),2.69,3.68,3.65,4.13,1.68,2.23,1.54,1.45,3.12,3.14,4.43,3.58,http://www.spec.org/cpu95/results/res96q2/cpu95-960610-00931.html
45,505,1996-06-01,Intel,Dell Dimension XPS (200MHz),2.98,3.92,3.8,4.25,1.83,2.41,1.81,1.6,3.58,3.57,5.73,3.68,http://www.spec.org/cpu95/results/res96q2/cpu95-960610-00932.html
46,509,1995-06-01,Intel,Dell Dimension XPS (75MHz),1.51,2.06,2.39,2.7,1.03,1.29,0.729,0.775,1.55,1.62,2.39,2.13,http://www.spec.org/cpu95/results/res96q2/cpu95-960610-00909.html
47,510,1995-06-01,Intel,Dell Dimension XPS (90MHz),1.84,2.48,2.87,3.24,1.23,1.54,0.879,0.965,1.86,1.95,3.14,2.64,http://www.spec.org/cpu95/results/res96q2/cpu95-960610-00910.html
48,502,1997-01-01,Intel,Dell Dimension XPS (Model 's'; 133MHz),2.53,3.44,3.65,4.13,1.67,2.13,1.28,1.33,2.68,2.76,4.77,3.38,http://www.spec.org/cpu95/results/res97q1/cpu95-970120-01601.html
49,503,1997-01-01,Intel,Dell Dimension XPS (Model 's'; 150MHz),2.52,3.42,3.42,3.83,1.61,2.15,1.4,1.32,2.86,2.89,4.51,3.26,http://www.spec.org/cpu95/results/res97q1/cpu95-970120-01600.html
50,504,1997-01-01,Intel,Dell Dimension XPS (Model 's'; 166MHz),2.81,3.84,3.81,4.24,1.79,2.38,1.55,1.46,3.18,3.21,5.24,3.6,http://www.spec.org/cpu95/results/res97q1/cpu95-970120-01596.html
51,504,1997-01-01,Intel,Dell Dimension XPS (Model 's'; 166MHz; Intel MMX Technology),3.49,4.3,6.51,7.22,2.58,2.42,1.59,1.77,3.53,3.66,4.72,5.24,http://www.spec.org/cpu95/results/res97q1/cpu95-970120-01598.html
52,505,1997-01-01,Intel,Dell Dimension XPS (Model 's'; 200MHz),3.09,4.18,3.96,4.4,1.98,2.6,1.82,1.62,3.69,3.65,5.73,3.85,http://www.spec.org/cpu95/results/res97q1/cpu95-970120-01604.html
53,505,1997-01-01,Intel,Dell Dimension XPS (Model 's'; 200MHz; Intel MMX technology),3.9,4.66,6.96,7.71,2.79,2.66,1.87,1.99,4.15,4.26,5.47,5.69,http://www.spec.org/cpu95/results/res97q1/cpu95-970120-01606.html
54,587,1996-06-01,Intel,Dell Dimension XPS Pro180n (150MHz),4.44,5.05,7.09,9.77,2.6,2.91,2.45,2.5,4.4,4.63,7.99,5.7,http://www.spec.org/cpu95/results/res96q2/cpu95-960610-00940.html
55,589,1996-06-01,Intel,Dell Dimension XPS Pro180n (180MHz),4.99,5.59,7.72,11.1,2.69,3.01,2.84,2.88,5.14,5.25,9.59,6.44,http://www.spec.org/cpu95/results/res96q2/cpu95-960610-00944.html
56,552,1998-08-01,Intel,Dell Dimension XPS Pro180n (300MHz),6.83,7.2,8.7,14.1,3.74,3.17,4.05,4.62,7.23,8.43,15.5,8.55,http://www.spec.org/cpu95/results/res98q3/cpu95-980817-03013.html
57,590,1996-06-01,Intel,Dell Dimension XPS Pro200n,5.54,6.21,8.57,12.4,3.04,3.33,3.15,3.2,5.71,5.81,10.7,7.15,http://www.spec.org/cpu95/results/res96q2/cpu95-960610-00948.html
58,590,1995-12-01,Intel Corporation,Dell Dimension XPS Pro200n (200MHz; Win/NT),5.75,6.34,8.65,12.0,3.06,3.36,4.34,3.04,5.48,6.4,10.8,7.33,http://www.spec.org/cpu95/results/res98q1/cpu95-980302-02539.html
59,553,1998-08-01,Intel,Dell Dimension XPS Pro200n (333MHz),7.6,7.98,9.68,15.7,4.22,3.53,4.5,5.14,8.03,9.3,17.2,9.53,http://www.spec.org/cpu95/results/res98q3/cpu95-980817-03014.html
60,554,1998-04-01,Dell,Dell Precision WorkStation 410,9.97,11.0,14.1,20.5,6.36,6.69,6.86,6.46,9.54,12.6,14.8,10.0,http://www.spec.org/cpu95/results/res98q2/cpu95-980411-02588.html
61,555,1998-04-01,Dell,Dell Precision WorkStation 410,11.2,12.4,15.7,22.7,7.76,7.11,7.69,7.25,10.6,14.2,16.9,11.5,http://www.spec.org/cpu95/results/res98q2/cpu95-980411-02589.html
62,556,1998-08-01,Dell,Precision WorkStation 410 (450MHz),11.8,13.1,15.9,23.4,8.15,7.36,8.26,7.73,11.5,15.3,18.1,11.8,http://www.spec.org/cpu95/results/res98q3/cpu95-980831-03017.html
63,569,1999-12-01,Arrian Mehis,Precision WorkStation 410 (650 MHz),23.4,23.5,37.1,59.0,11.8,12.0,24.2,13.9,21.9,19.3,35.8,30.8,http://www.spec.org/cpu95/results/res99q4/cpu95-19991108-03915.html
64,571,1999-12-01,Arrian Mehis,Precision WorkStation 410 (700 MHz),24.1,24.3,37.3,58.9,12.1,12.1,25.2,14.3,23.0,20.2,38.5,32.2,http://www.spec.org/cpu95/results/res99q4/cpu95-19991108-03917.html
65,573,1999-12-01,Dell Computer Corporation,Precision WorkStation 410 (750 MHz),24.9,25.1,37.9,59.5,12.3,12.3,26.2,14.7,24.0,21.1,41.4,33.8,http://www.spec.org/cpu95/results/res2000q1/cpu95-20000117-04000.html
66,576,2000-03-01,Dell; Round Rock; TX,Precision WorkStation 420,33.5,33.6,54.5,98.5,17.7,18.2,33.2,19.0,29.8,26.1,49.8,41.7,http://www.spec.org/cpu95/results/res2000q2/cpu95-20000327-04153.html
67,574,2000-01-01,Dell; Round Rock; TX,Precision WorkStation 420,32.3,32.5,54.1,98.5,17.2,18.0,31.5,18.5,28.6,0.0,46.0,39.6,http://www.spec.org/cpu95/results/res2000q2/cpu95-20000327-04156.html
68,568,1999-12-01,Arrian Mehis,Precision WorkStation 420 (600 MHz),27.3,27.7,48.3,96.0,15.3,16.8,25.3,15.8,22.6,20.1,33.3,32.3,http://www.spec.org/cpu95/results/res99q4/cpu95-19991108-03914.html
69,572,1999-12-01,Arrian Mehis,Precision WorkStation 420 (733 MHz),30.5,31.0,52.4,96.5,16.6,17.5,29.3,17.4,26.4,23.0,40.5,37.2,http://www.spec.org/cpu95/results/res99q4/cpu95-19991108-03910.html
70,574,2000-01-01,Dell Computer Corporation,Precision WorkStation 420 (800 MHz),32.0,32.4,54.6,97.0,17.2,18.0,31.4,18.4,28.2,24.3,44.2,39.2,http://www.spec.org/cpu95/results/res2000q1/cpu95-20000117-04001.html
71,556,1998-10-01,Dell,Precision WorkStation 610 (450MHz),13.3,14.6,18.9,27.1,8.93,8.16,8.77,8.17,12.0,16.2,23.2,14.7,http://www.spec.org/cpu95/results/res98q4/cpu95-981012-03112.html
72,565,1999-03-01,Dell,Precision Workstation 410 (450MHz),12.0,13.3,16.4,24.3,7.79,7.46,8.38,7.71,11.5,15.5,19.0,12.6,http://www.spec.org/cpu95/results/res99q2/cpu95-19990329-03466.html
73,566,1999-03-01,Dell,Precision Workstation 410 (500MHz),12.9,14.2,17.4,26.0,8.06,7.71,8.98,8.26,12.4,16.9,21.0,13.8,http://www.spec.org/cpu95/results/res99q2/cpu95-19990329-03468.html
74,567,1999-08-01,Dell,Precision Workstation 410 (550MHz),13.9,15.4,18.8,27.4,8.74,8.88,9.64,8.97,13.5,18.2,22.0,14.4,http://www.spec.org/cpu95/results/res99q3/cpu95-19990830-03827.html
75,568,1999-08-01,Dell,Precision Workstation 410 (600MHz),14.9,16.2,20.8,29.1,9.25,9.18,10.4,9.51,14.4,19.6,24.0,15.6,http://www.spec.org/cpu95/results/res99q3/cpu95-19990830-03831.html
76,555,1998-06-01,Dell,Precision Workstation 610,12.1,13.4,17.3,24.7,8.27,7.58,8.03,7.49,10.8,14.7,20.2,12.8,http://www.spec.org/cpu95/results/res98q3/cpu95-980706-02854.html
77,555,1998-06-01,Dell,Precision Workstation 610,12.4,13.8,17.4,24.7,9.24,7.83,8.11,7.52,10.8,16.0,20.2,13.1,http://www.spec.org/cpu95/results/res98q3/cpu95-980706-02860.html
78,556,1999-01-01,Dell,Precision Workstation 610 (450MHz),13.9,15.2,19.4,27.2,10.1,8.58,8.94,8.32,12.1,18.0,23.2,15.1,http://www.spec.org/cpu95/results/res99q1/cpu95-19990104-03254.html
79,566,1999-03-01,Dell,Precision Workstation 610 (500MHz),14.1,15.5,19.5,28.4,8.56,8.46,9.5,8.76,13.0,17.8,25.4,15.6,http://www.spec.org/cpu95/results/res99q2/cpu95-19990329-03471.html
80,566,1999-03-01,Dell,Precision Workstation 610 (500MHz),14.7,16.2,19.7,28.4,10.5,8.81,9.63,8.86,13.0,19.9,25.4,16.0,http://www.spec.org/cpu95/results/res99q2/cpu95-19990329-03472.html
81,567,1999-08-01,Dell,Precision Workstation 610 (550MHz),15.8,17.3,20.6,29.8,11.2,9.7,10.3,9.43,14.4,21.4,27.7,17.4,http://www.spec.org/cpu95/results/res99q3/cpu95-19990830-03823.html
82,567,1999-04-01,Dell,Precision Workstation 610 (550MHz),15.2,16.8,20.2,29.8,9.8,9.17,10.1,9.35,14.1,19.1,27.7,16.9,http://www.spec.org/cpu95/results/res99q2/cpu95-19990426-03549.html
83,177,1997-11-01,Digital NH,Alpha PC164SX,14.1,16.1,17.9,20.9,8.71,7.8,15.6,8.37,14.3,19.2,19.8,17.5,http://www.spec.org/cpu95/results/res97q4/cpu95-971110-02244.html
84,176,1997-10-01,Digital NH,AlphaServer  800 5/500,15.0,16.1,17.4,20.9,8.15,7.11,12.4,7.46,18.8,19.6,37.3,21.5,http://www.spec.org/cpu95/results/res97q4/cpu95-971027-02218.html
85,157,1996-03-01,Digital NH,AlphaServer 1000A 4/266,5.68,6.03,7.42,10.3,3.63,3.55,4.42,3.45,4.64,8.09,8.29,7.53,http://www.spec.org/cpu95/results/res96q1/cpu95-960205-00224.html
86,166,1996-07-01,Digital NH,AlphaServer 1000A 5/300,9.24,9.84,10.8,13.4,5.72,4.49,7.45,4.67,9.95,11.4,22.5,13.7,http://www.spec.org/cpu95/results/res96q3/cpu95-960722-01084.html
87,167,1996-11-01,Digital NH,AlphaServer 1000A 5/333,10.0,10.6,10.7,13.9,6.25,4.76,7.69,4.88,11.5,13.7,25.5,15.1,http://www.spec.org/cpu95/results/res96q4/cpu95-961110-01471.html
88,171,1996-11-01,Digital NH,AlphaServer 1000A 5/400,10.5,11.1,10.7,14.4,6.36,4.82,7.81,5.07,12.7,14.8,28.0,15.8,http://www.spec.org/cpu95/results/res96q4/cpu95-961110-01472.html
89,176,1997-04-01,Digital NH,AlphaServer 1000A 5/500,16.8,17.8,19.4,20.1,9.39,13.1,23.0,6.03,17.0,19.3,38.9,20.4,http://www.spec.org/cpu95/results/res97q2/cpu95-970331-01725.html
90,177,1997-10-01,Digital NH,AlphaServer 1200 5/533,20.4,21.9,24.7,27.3,11.8,12.9,19.3,10.6,22.0,24.0,40.3,27.5,http://www.spec.org/cpu95/results/res97q4/cpu95-971027-02187.html
91,170,1996-10-01,Digital NH,AlphaServer 2000 5/375,14.3,15.1,17.0,16.2,8.19,11.1,19.3,5.17,14.3,18.7,29.4,17.8,http://www.spec.org/cpu95/results/res96q4/cpu95-961014-01347.html
92,163,1995-07-01,Digital NH,AlphaServer 2100 5/250,8.39,8.39,8.75,11.5,5.15,5.52,6.8,4.28,8.09,12.5,18.1,11.4,http://www.spec.org/cpu95/results/res96q2/cpu95-960401-00512.html
93,165,1996-01-01,Digital NH,AlphaServer 2100 5/300,9.26,9.64,9.55,11.6,5.73,6.0,7.5,4.55,9.03,14.5,21.4,12.7,http://www.spec.org/cpu95/results/res9512/p049.html
94,165,1996-01-01,Digital NH,AlphaServer 2100 5/300,9.26,9.64,9.55,11.6,5.73,6.0,7.5,4.55,9.03,14.5,21.4,12.7,http://www.spec.org/cpu95/results/res96q1/cpu95-960205-00225.html
95,170,1996-10-01,Digital NH,AlphaServer 2100A 5/375,14.3,15.1,17.0,16.2,8.19,11.1,19.3,5.17,14.3,18.7,29.4,17.8,http://www.spec.org/cpu95/results/res96q4/cpu95-961014-01348.html
96,171,1996-09-01,Digital NH,AlphaServer 4000 5/400,16.0,17.2,21.4,24.4,9.81,9.25,14.7,8.56,16.8,16.6,32.1,20.6,http://www.spec.org/cpu95/results/res96q4/cpu95-960912-01309.html
97,174,1997-02-01,Digital NH,AlphaServer 4000 5/466,17.8,19.2,23.8,25.4,10.1,10.0,17.5,9.38,19.1,19.2,38.8,22.3,http://www.spec.org/cpu95/results/res97q1/cpu95-970211-01670.html
98,177,1997-10-01,Digital NH,AlphaServer 4000 5/533,20.3,21.9,24.8,27.5,11.7,13.0,18.9,10.7,21.9,23.8,39.7,27.6,http://www.spec.org/cpu95/results/res97q4/cpu95-971027-02190.html
99,178,1998-04-01,Digital NH,AlphaServer 4000 5/600,27.0,29.2,36.8,36.9,15.2,20.2,35.8,11.8,26.8,28.4,47.1,32.6,http://www.spec.org/cpu95/results/res97q4/cpu95-971027-02192.html
100,166,1996-05-01,Digital NH,AlphaServer 4100 5/300,11.6,12.7,16.6,21.4,6.69,6.6,9.55,7.28,11.0,12.3,19.1,15.5,http://www.spec.org/cpu95/results/res96q2/cpu95-960506-00785.html
101,166,1996-05-01,Digital NH,AlphaServer 4100 5/300E,10.9,12.0,18.0,21.8,5.32,6.58,9.18,7.51,10.8,9.45,19.5,12.1,http://www.spec.org/cpu95/results/res96q2/cpu95-960506-00793.html
102,171,1996-09-01,Digital NH,AlphaServer 4100 5/400,16.0,17.2,21.4,24.4,9.81,9.25,14.7,8.56,16.8,16.6,32.1,20.6,http://www.spec.org/cpu95/results/res96q4/cpu95-960912-01306.html
103,174,1997-02-01,Digital NH,AlphaServer 4100 5/466,17.8,19.2,23.8,25.4,10.1,10.0,17.5,9.38,19.1,19.2,38.8,22.3,http://www.spec.org/cpu95/results/res97q1/cpu95-970211-01672.html
104,177,1997-10-01,Digital NH,AlphaServer 4100 5/533,20.4,21.9,25.2,27.7,11.7,13.0,19.3,10.7,22.1,24.0,40.2,26.8,http://www.spec.org/cpu95/results/res97q4/cpu95-971027-02213.html
105,178,1998-04-01,Digital NH,AlphaServer 4100 5/600,27.0,29.2,36.8,36.9,15.2,20.2,35.8,11.8,26.8,28.4,47.1,32.6,http://www.spec.org/cpu95/results/res97q4/cpu95-971027-02226.html
106,171,1997-04-01,Digital NH,AlphaServer 800 5/400,12.9,13.7,15.8,18.1,7.17,6.33,10.8,6.51,15.4,15.7,31.4,18.0,http://www.spec.org/cpu95/results/res97q2/cpu95-970331-01721.html
107,166,1995-04-01,Digital PKO,AlphaServer 8200 5/300,11.7,12.4,14.0,18.3,7.16,7.83,9.13,6.46,10.8,14.5,21.3,16.8,http://www.spec.org/cpu95/results/res9512/p052.html
108,168,1996-03-01,Digital PKO,AlphaServer 8200 5/350,13.2,14.2,16.7,19.7,8.51,8.53,10.6,7.37,12.6,16.7,22.3,18.4,http://www.spec.org/cpu95/results/res96q2/cpu95-960401-00517.html
109,173,1996-09-01,Digital NH,AlphaServer 8200 5/440,16.0,17.0,19.0,21.7,9.28,10.3,14.6,8.04,18.0,19.5,29.9,22.3,http://www.spec.org/cpu95/results/res96q4/cpu95-961014-01342.html
110,173,1996-09-01,Digital NH,AlphaServer 8200 5/440,14.0,16.2,18.0,21.7,9.36,9.37,8.72,7.87,15.9,16.8,22.1,21.3,http://www.spec.org/cpu95/results/res96q3/cpu95-960805-01156.html
111,179,1997-11-01,Digital NH,AlphaServer 8200 5/625,19.5,20.8,20.4,23.7,11.0,12.1,16.7,9.33,22.4,26.9,47.1,28.3,http://www.spec.org/cpu95/results/res97q4/cpu95-971010-02154.html
112,166,1995-04-01,Digital PKO,AlphaServer 8400 5/300,11.7,12.4,14.0,18.3,7.16,7.83,9.13,6.46,10.8,14.5,21.3,16.8,http://www.spec.org/cpu95/results/res9512/p053.html
113,168,1996-03-01,Digital PKO,AlphaServer 8400 5/350,13.2,14.2,16.7,19.7,8.51,8.53,10.6,7.37,12.6,16.7,22.3,18.4,http://www.spec.org/cpu95/results/res96q1/cpu95-960205-00223.html
114,173,1996-09-01,Digital NH,AlphaServer 8400 5/440,16.0,17.0,19.0,21.7,9.28,10.3,14.6,8.04,18.0,19.5,29.9,22.3,http://www.spec.org/cpu95/results/res96q4/cpu95-961014-01351.html
115,173,1996-09-01,Digital NH,AlphaServer 8400 5/440,14.0,16.2,18.0,21.7,9.36,9.37,8.72,7.87,15.9,16.8,22.1,21.3,http://www.spec.org/cpu95/results/res96q3/cpu95-960805-01152.html
116,179,1997-11-01,Digital NH,AlphaServer 8400 5/625,19.5,20.8,20.4,23.7,11.0,12.1,16.7,9.33,22.4,26.9,47.1,28.3,http://www.spec.org/cpu95/results/res97q4/cpu95-971010-02180.html
117,148,1994-12-01,Digital NH,AlphaStation 200 4/100,2.48,2.79,3.68,4.68,1.66,1.53,1.95,1.6,2.44,2.46,3.44,3.1,http://www.spec.org/cpu95/results/res9509/p044.html
118,148,1995-07-01,Digital NH,AlphaStation 200 4/100,2.43,0.0,3.53,4.6,1.37,1.45,2.59,1.64,2.2,2.49,3.39,2.84,http://www.spec.org/cpu95/results/res96q3/cpu95-960708-01064.html
119,151,1994-12-01,Digital NH,AlphaStation 200 4/166,3.3,3.64,4.38,5.78,2.07,1.8,2.71,2.04,3.54,3.4,5.56,4.44,http://www.spec.org/cpu95/results/res9509/p045.html
120,151,1995-07-01,Digital NH,AlphaStation 200 4/166,3.22,0.0,4.25,5.7,1.83,1.71,3.34,2.05,3.21,3.45,5.21,4.05,http://www.spec.org/cpu95/results/res96q3/cpu95-960708-01049.html
